Date,direction_cardinal,Direction,Speed
"Monday, 23 January 2023",ENE,22.5,35
"Tuesday, 24 January 2023",ESE,337.5,31
"Wednesday, 25 January 2023",N,90,39
"Thursday, 26 January 2023",NW,135,52
"Friday, 27 January 2023",NNW,112.5,46
"Saturday, 28 January 2023",NW,135,65
"Sunday, 29 January 2023",SE,315,41
"Monday, 30 January 2023",SE,315,39
"Tuesday, 31 January 2023",SSW,247.5,44
"Wednesday, 1 February 2023",SW,225,57
"Thursday, 2 February 2023",NNW,112.5,57
"Friday, 3 February 2023",NW,135,48
"Saturday, 4 February 2023",NW,135,54
"Sunday, 5 February 2023",SSW,247.5,52
"Monday, 6 February 2023",NNW,112.5,54
"Tuesday, 7 February 2023",SSW,247.5,44
"Wednesday, 8 February 2023",SSW,247.5,41
"Thursday, 9 February 2023",ESE,337.5,30
"Friday, 10 February 2023",SSE,292.5,35
"Saturday, 11 February 2023",ESE,337.5,28
"Sunday, 12 February 2023",SSW,247.5,61
"Monday, 13 February 2023",NNW,112.5,48
"Tuesday, 14 February 2023",W,180,43
"Wednesday, 15 February 2023",NNW,112.5,33
"Thursday, 16 February 2023",NNW,112.5,57
"Friday, 17 February 2023",NNW,112.5,65
"Saturday, 18 February 2023",SSW,247.5,44
"Sunday, 19 February 2023",NW,135,57
"Monday, 20 February 2023",N,90,39
"Tuesday, 21 February 2023",SSW,247.5,50
"Wednesday, 22 February 2023",ENE,22.5,39
"Thursday, 23 February 2023",NNW,112.5,43
"Friday, 24 February 2023",NNW,112.5,50
"Saturday, 25 February 2023",NNW,112.5,52
"Sunday, 26 February 2023",SSE,292.5,50
"Monday, 27 February 2023",SE,315,41
"Tuesday, 28 February 2023",SE,315,28
"Wednesday, 1 March 2023",NW,135,69
"Thursday, 2 March 2023",SW,225,54
"Friday, 3 March 2023",SW,225,37
"Saturday, 4 March 2023",ENE,22.5,37
"Sunday, 5 March 2023",SSW,247.5,43
"Monday, 6 March 2023",NW,135,67
"Tuesday, 7 March 2023",WNW,157.5,85
"Wednesday, 8 March 2023",WNW,157.5,72
"Thursday, 9 March 2023",NW,135,50
"Friday, 10 March 2023",NW,135,48
"Saturday, 11 March 2023",WNW,157.5,43
"Sunday, 12 March 2023",S,270,46
"Monday, 13 March 2023",N,90,31
"Tuesday, 14 March 2023",NNW,112.5,28
"Wednesday, 15 March 2023",NNW,112.5,33
"Thursday, 16 March 2023",NW,135,81
"Friday, 17 March 2023",NW,135,48
"Saturday, 18 March 2023",NNW,112.5,52
"Sunday, 19 March 2023",NW,135,41
"Monday, 20 March 2023",SSW,247.5,41
"Tuesday, 21 March 2023",NNW,112.5,31
"Wednesday, 22 March 2023",ESE,337.5,24
"Thursday, 23 March 2023",SE,315,33
"Friday, 24 March 2023",NW,135,50
"Saturday, 25 March 2023",E,0,35
"Sunday, 26 March 2023",SE,315,37
"Monday, 27 March 2023",SE,315,30
"Tuesday, 28 March 2023",SSE,292.5,30
"Wednesday, 29 March 2023",NW,135,30
"Thursday, 30 March 2023",SSW,247.5,65
"Saturday, 1 April 2023",SW,225,44
"Monday, 3 April 2023",NNW,112.5,37
"Tuesday, 4 April 2023",NNW,112.5,39
"Wednesday, 5 April 2023",SE,315,31
"Thursday, 6 April 2023",N,90,31
"Friday, 7 April 2023",NNW,112.5,24
"Saturday, 8 April 2023",SW,225,67
"Sunday, 9 April 2023",SSW,247.5,65
"Monday, 10 April 2023",SSW,247.5,59
"Tuesday, 11 April 2023",ESE,337.5,52
"Wednesday, 12 April 2023",SE,315,22
"Thursday, 13 April 2023",SE,315,24
"Friday, 14 April 2023",NE,45,31
"Saturday, 15 April 2023",N,90,44
"Sunday, 16 April 2023",SSW,247.5,56
"Monday, 17 April 2023",NNW,112.5,46
"Tuesday, 18 April 2023",NW,135,44
"Wednesday, 19 April 2023",WNW,157.5,46
"Thursday, 20 April 2023",NW,135,48
"Friday, 21 April 2023",NW,135,54
"Saturday, 22 April 2023",WNW,157.5,59
"Sunday, 23 April 2023",W,180,44
"Monday, 24 April 2023",NNW,112.5,39
"Tuesday, 25 April 2023",NNW,112.5,54
"Wednesday, 26 April 2023",NNW,112.5,33
"Thursday, 27 April 2023",N,90,46
"Friday, 28 April 2023",NNW,112.5,72
"Saturday, 29 April 2023",NNW,112.5,57
"Sunday, 30 April 2023",N,90,54
"Monday, 1 May 2023",NW,135,28
"Tuesday, 2 May 2023",NW,135,31
"Wednesday, 3 May 2023",SSW,247.5,44
"Thursday, 4 May 2023",N,90,28
"Friday, 5 May 2023",NW,135,39
"Saturday, 6 May 2023",SSW,247.5,39
"Sunday, 7 May 2023",SSW,247.5,39
"Monday, 8 May 2023",WSW,202.5,54
"Tuesday, 9 May 2023",SW,225,65
"Wednesday, 10 May 2023",S,270,48
"Thursday, 11 May 2023",NNW,112.5,41
"Friday, 12 May 2023",NNW,112.5,43
"Saturday, 13 May 2023",NNW,112.5,33
"Sunday, 14 May 2023",NNW,112.5,56
"Monday, 15 May 2023",NW,135,67
"Tuesday, 16 May 2023",WSW,202.5,52
"Wednesday, 17 May 2023",NNW,112.5,30
"Thursday, 18 May 2023",NW,135,39
"Friday, 19 May 2023",WSW,202.5,28
"Saturday, 20 May 2023",NW,135,50
"Sunday, 21 May 2023",SW,225,56
"Monday, 22 May 2023",NNW,112.5,57
"Tuesday, 23 May 2023",NW,135,57
"Wednesday, 24 May 2023",NW,135,65
"Thursday, 25 May 2023",NW,135,83
"Friday, 26 May 2023",NNW,112.5,59
"Saturday, 27 May 2023",NW,135,69
"Sunday, 28 May 2023",NW,135,39
"Monday, 29 May 2023",W,180,89
"Tuesday, 30 May 2023",NW,135,57
"Wednesday, 31 May 2023",WNW,157.5,91
"Thursday, 1 June 2023",WSW,202.5,100
"Friday, 2 June 2023",NW,135,39
"Saturday, 3 June 2023",SSW,247.5,46
"Sunday, 4 June 2023",NW,135,35
"Monday, 5 June 2023",NNW,112.5,39
"Tuesday, 6 June 2023",NNW,112.5,30
"Wednesday, 7 June 2023",NNW,112.5,24
"Thursday, 8 June 2023",WNW,157.5,43
"Friday, 9 June 2023",NW,135,54
"Saturday, 10 June 2023",WNW,157.5,74
"Sunday, 11 June 2023",NW,135,48
"Monday, 12 June 2023",NNW,112.5,33
"Tuesday, 13 June 2023",NNW,112.5,35
"Wednesday, 14 June 2023",WSW,202.5,43
"Thursday, 15 June 2023",NW,135,39
"Friday, 16 June 2023",NNW,112.5,59
"Saturday, 17 June 2023",NNW,112.5,91
"Sunday, 18 June 2023",NW,135,59
"Monday, 19 June 2023",WNW,157.5,56
"Tuesday, 20 June 2023",SSW,247.5,39
"Wednesday, 21 June 2023",NW,135,31
"Thursday, 22 June 2023",NW,135,30
"Friday, 23 June 2023",NE,45,31
"Saturday, 24 June 2023",NNW,112.5,33
"Sunday, 25 June 2023",NW,135,41
"Monday, 26 June 2023",WSW,202.5,56
"Tuesday, 27 June 2023",NW,135,54
"Wednesday, 28 June 2023",SW,225,50
"Thursday, 29 June 2023",WSW,202.5,69
"Friday, 30 June 2023",WSW,202.5,50
"Saturday, 1 July 2023",SSW,247.5,44
"Sunday, 2 July 2023",NW,135,44
"Monday, 3 July 2023",NNW,112.5,30
"Tuesday, 4 July 2023",NW,135,26
"Wednesday, 5 July 2023",NNW,112.5,26
"Thursday, 6 July 2023",NNW,112.5,33
"Friday, 7 July 2023",NNW,112.5,44
"Saturday, 8 July 2023",NW,135,80
"Sunday, 9 July 2023",W,180,80
"Monday, 10 July 2023",NW,135,89
"Tuesday, 11 July 2023",WNW,157.5,100
"Wednesday, 12 July 2023",NNW,112.5,50
"Thursday, 13 July 2023",NW,135,65
"Friday, 14 July 2023",NW,135,76
"Saturday, 15 July 2023",NW,135,67
"Sunday, 16 July 2023",NW,135,56
"Monday, 17 July 2023",NNW,112.5,61
"Tuesday, 18 July 2023",SW,225,63
"Wednesday, 19 July 2023",SW,225,54
"Thursday, 20 July 2023",N,90,61
"Friday, 21 July 2023",NNW,112.5,28
"Saturday, 22 July 2023",NNW,112.5,43
"Sunday, 23 July 2023",NW,135,39
"Monday, 24 July 2023",N,90,61
"Tuesday, 25 July 2023",NNW,112.5,61
"Wednesday, 26 July 2023",NNW,112.5,65
"Thursday, 27 July 2023",NNW,112.5,48
"Friday, 28 July 2023",WNW,157.5,59
"Saturday, 29 July 2023",NW,135,70
"Sunday, 30 July 2023",NW,135,89
"Monday, 31 July 2023",NW,135,117
"Tuesday, 1 August 2023",WSW,202.5,76
"Wednesday, 2 August 2023",NNW,112.5,44
"Thursday, 3 August 2023",WNW,157.5,48
"Friday, 4 August 2023",NNW,112.5,63
"Saturday, 5 August 2023",WNW,157.5,50
"Sunday, 6 August 2023",N,90,37
"Monday, 7 August 2023",NNW,112.5,28
"Tuesday, 8 August 2023",NNW,112.5,22
"Wednesday, 9 August 2023",NNW,112.5,44
"Thursday, 10 August 2023",SW,225,52
"Friday, 11 August 2023",WNW,157.5,52
"Saturday, 12 August 2023",SW,225,46
"Sunday, 13 August 2023",WSW,202.5,31
"Monday, 14 August 2023",NNW,112.5,26
"Tuesday, 15 August 2023",NNW,112.5,26
"Wednesday, 16 August 2023",NNW,112.5,39
"Thursday, 17 August 2023",NW,135,31
"Friday, 18 August 2023",WSW,202.5,56
"Saturday, 19 August 2023",N,90,69
"Sunday, 20 August 2023",NW,135,48
"Monday, 21 August 2023",NW,135,65
"Tuesday, 22 August 2023",NNW,112.5,46
"Wednesday, 23 August 2023",NNW,112.5,57
"Thursday, 24 August 2023",NW,135,50
"Friday, 25 August 2023",WNW,157.5,59
"Saturday, 26 August 2023",NW,135,31
"Sunday, 27 August 2023",W,180,48
"Monday, 28 August 2023",NW,135,30
"Tuesday, 29 August 2023",NW,135,44
"Wednesday, 30 August 2023",NNW,112.5,50
"Thursday, 31 August 2023",WSW,202.5,67
