Date,direction_cardinal,Direction,Speed
"Tuesday, 21 March 2023",WSW,202.5,57
"Wednesday, 22 March 2023",SE,315,35
"Thursday, 23 March 2023",SW,225,39
"Friday, 24 March 2023",SSW,247.5,37
"Saturday, 25 March 2023",SE,315,35
"Sunday, 26 March 2023",ESE,337.5,24
"Monday, 27 March 2023",WNW,157.5,37
"Tuesday, 28 March 2023",W,180,33
"Wednesday, 29 March 2023",SSW,247.5,46
"Thursday, 30 March 2023",WSW,202.5,30
"Friday, 31 March 2023",WSW,202.5,37
"Saturday, 1 April 2023",SE,315,37
"Sunday, 2 April 2023",SE,315,35
"Monday, 3 April 2023",SW,225,30
"Tuesday, 4 April 2023",N,90,26
"Wednesday, 5 April 2023",NNE,67.5,28
"Thursday, 6 April 2023",SW,225,54
"Friday, 7 April 2023",W,180,48
"Saturday, 8 April 2023",SSW,247.5,50
"Sunday, 9 April 2023",SW,225,33
"Monday, 10 April 2023",W,180,30
"Tuesday, 11 April 2023",NNW,112.5,56
"Wednesday, 12 April 2023",WSW,202.5,67
"Thursday, 13 April 2023",SW,225,31
"Friday, 14 April 2023",NNW,112.5,69
"Saturday, 15 April 2023",W,180,56
"Sunday, 16 April 2023",WSW,202.5,61
"Monday, 17 April 2023",NNE,67.5,28
"Tuesday, 18 April 2023",S,270,37
"Wednesday, 19 April 2023",SSW,247.5,35
"Thursday, 20 April 2023",W,180,22
"Friday, 21 April 2023",SW,225,33
"Saturday, 22 April 2023",NNW,112.5,28
"Sunday, 23 April 2023",NNE,67.5,26
"Monday, 24 April 2023",NE,45,33
"Tuesday, 25 April 2023",ENE,22.5,37
"Wednesday, 26 April 2023",NNE,67.5,56
"Thursday, 27 April 2023",NW,135,43
"Friday, 28 April 2023",WSW,202.5,52
"Saturday, 29 April 2023",SW,225,28
"Sunday, 30 April 2023",NNW,112.5,30
"Monday, 1 May 2023",W,180,30
"Tuesday, 2 May 2023",WSW,202.5,56
"Wednesday, 3 May 2023",W,180,61
"Thursday, 4 May 2023",N,90,26
"Friday, 5 May 2023",W,180,43
"Saturday, 6 May 2023",SSW,247.5,50
"Sunday, 7 May 2023",SSW,247.5,41
"Monday, 8 May 2023",SSW,247.5,43
"Tuesday, 9 May 2023",SSW,247.5,28
"Wednesday, 10 May 2023",WSW,202.5,20
"Thursday, 11 May 2023",NNW,112.5,37
"Friday, 12 May 2023",SSE,292.5,30
"Saturday, 13 May 2023",E,0,19
"Sunday, 14 May 2023",N,90,28
"Monday, 15 May 2023",WSW,202.5,20
"Tuesday, 16 May 2023",S,270,33
"Wednesday, 17 May 2023",S,270,35
"Thursday, 18 May 2023",NW,135,20
"Friday, 19 May 2023",SW,225,37
"Saturday, 20 May 2023",SW,225,52
"Sunday, 21 May 2023",SSW,247.5,48
"Monday, 22 May 2023",WNW,157.5,24
"Tuesday, 23 May 2023",N,90,33
"Wednesday, 24 May 2023",NNW,112.5,48
"Thursday, 25 May 2023",SW,225,69
"Friday, 26 May 2023",SSW,247.5,41
"Saturday, 27 May 2023",W,180,44
"Sunday, 28 May 2023",NW,135,48
"Monday, 29 May 2023",WNW,157.5,31
"Tuesday, 30 May 2023",NNW,112.5,35
"Wednesday, 31 May 2023",N,90,43
"Thursday, 1 June 2023",NNE,67.5,20
"Friday, 2 June 2023",NE,45,33
"Saturday, 3 June 2023",ENE,22.5,43
"Sunday, 4 June 2023",ENE,22.5,57
"Monday, 5 June 2023",NE,45,56
"Tuesday, 6 June 2023",N,90,48
"Wednesday, 7 June 2023",NW,135,67
"Thursday, 8 June 2023",WNW,157.5,72
"Friday, 9 June 2023",W,180,50
"Saturday, 10 June 2023",N,90,31
"Sunday, 11 June 2023",NNE,67.5,31
"Monday, 12 June 2023",WNW,157.5,65
"Tuesday, 13 June 2023",W,180,61
"Wednesday, 14 June 2023",WSW,202.5,54
"Thursday, 15 June 2023",NNW,112.5,39
"Friday, 16 June 2023",N,90,63
"Saturday, 17 June 2023",W,180,57
"Sunday, 18 June 2023",NW,135,61
"Monday, 19 June 2023",W,180,61
"Tuesday, 20 June 2023",NE,45,31
"Wednesday, 21 June 2023",NNE,67.5,52
"Thursday, 22 June 2023",NW,135,72
"Friday, 23 June 2023",NW,135,67
"Saturday, 24 June 2023",NNW,112.5,65
"Sunday, 25 June 2023",NNW,112.5,67
"Monday, 26 June 2023",NW,135,35
"Tuesday, 27 June 2023",N,90,33
"Wednesday, 28 June 2023",S,270,35
"Thursday, 29 June 2023",W,180,37
"Friday, 30 June 2023",WSW,202.5,35
"Saturday, 1 July 2023",SSW,247.5,31
"Sunday, 2 July 2023",ENE,22.5,22
"Monday, 3 July 2023",N,90,19
"Tuesday, 4 July 2023",NNW,112.5,26
"Wednesday, 5 July 2023",N,90,52
"Thursday, 6 July 2023",W,180,67
"Friday, 7 July 2023",NNW,112.5,69
"Saturday, 8 July 2023",WNW,157.5,69
"Sunday, 9 July 2023",NW,135,35
"Monday, 10 July 2023",NNW,112.5,37
"Tuesday, 11 July 2023",NNW,112.5,33
"Wednesday, 12 July 2023",NNW,112.5,37
"Thursday, 13 July 2023",NNW,112.5,52
"Friday, 14 July 2023",N,90,48
"Saturday, 15 July 2023",SSW,247.5,41
"Sunday, 16 July 2023",W,180,22
"Monday, 17 July 2023",N,90,30
"Tuesday, 18 July 2023",W,180,26
"Wednesday, 19 July 2023",NNE,67.5,50
"Thursday, 20 July 2023",WSW,202.5,46
"Friday, 21 July 2023",W,180,28
"Saturday, 22 July 2023",NNW,112.5,41
"Sunday, 23 July 2023",SSE,292.5,37
"Monday, 24 July 2023",WSW,202.5,26
"Tuesday, 25 July 2023",ENE,22.5,26
"Wednesday, 26 July 2023",NNE,67.5,31
"Thursday, 27 July 2023",N,90,43
"Friday, 28 July 2023",NNW,112.5,37
"Saturday, 29 July 2023",NNW,112.5,37
