month,year,city,max_temperature,min_temperature,,,,,,,,,,,,,,,,,,,
November,2015,Hobart,20.5,10.8,,,,,,2018,,,,,,,,,,,,,
November,2016,Hobart,18.6,10.1,,,,,,2019,,,,,,,,,,,,,
November,2017,Hobart,22.4,12.1,,,,,,2020,,,,,,,,,,,,,
November,2018,Hobart,19.5,10.6,,,,,,2021,,,,,,,,,,,,,
November,2019,Hobart,20.2,9.4,,,,,,2022,,,,,,,,,,,,,
November,2020,Hobart,22.3,11.8,,,,,,,,,,,,,,,,,,,
November,2021,Hobart,18.3,9.3,,,,,,,,,,,,,,,,,,,
November,2022,Hobart,18.5,9.3,,,,,,,,,,,,,,,,,,,
December,2014,Hobart,20.3,12.1,,,,,,,,,,,,,,,,,,,
December,2015,Hobart,22.5,12.2,,,,,,,,,,,,,,,,,,,
December,2016,Hobart,22,12.2,,,,,,,,,,,,,,,,,,,
December,2017,Hobart,22.5,13.4,,,,,,,,,,,,,,,,,,,
December,2018,Hobart,22.3,13.3,,,,,,,,,,,,,,,,,,,
December,2019,Hobart,21.8,11.3,,,,,,,,,,,,,,,,,,,
December,2020,Hobart,20.7,11.2,,,,,,,,,,,,,,,,,,,
December,2021,Hobart,21.1,11.4,,,,,,,,,,,,,,,,,,,
December,2022,Hobart,19.8,11.2,,,,,,,,,,,,,,,,,,,
January,2014,Darwin,31.7,24.9,,,,,,,,,,,,,,,,,,,
January,2015,Darwin,31.2,25.1,,,,,,,,,,,,,,,,,,,
January,2016,Darwin,33,26.1,,,,,,,,,,,,,,,,,,,
January,2017,Darwin,32,25.5,,,,,,,,,,,,,,,,,,,
January,2018,Darwin,31.8,24.5,,,,,,,,,,,,,,,,,,,
January,2019,Darwin,32.7,25.3,,,,,,,,,,,,,,,,,,,
January,2020,Darwin,32.8,26,,,,,,,,,,,,,,,,,,,
January,2021,Darwin,31.8,25.1,,,,,,,,,,,,,,,,,,,
January,2022,Darwin,32.6,25.3,,,,,,,,,,,,,,,,,,,
February,2014,Darwin,31.3,25.2,,,,,,,,,,,,,,,,,,,
February,2015,Darwin,32.6,24.9,,,,,,,,,,,,,,,,,,,
February,2016,Darwin,33.5,25.4,,,,,,,,,,,,,,,,,,,
February,2017,Darwin,31.6,25.1,,,,,,,,,,,,,,,,,,,
February,2018,Darwin,31.6,25.1,,,,,,,,,,,,,,,,,,,
February,2019,Darwin,33.1,26,,,,,,,,,,,,,,,,,,,
February,2020,Darwin,33.4,26.8,,,,,,,,,,,,,,,,,,,
February,2021,Darwin,31.4,25,,,,,,,,,,,,,,,,,,,
February,2022,Darwin,31.7,24.4,,,,,,,,,,,,,,,,,,,
March,2014,Darwin,33,24.7,,,,,,,,,,,,,,,,,,,
March,2015,Darwin,32.7,25.5,,,,,,,,,,,,,,,,,,,
March,2016,Darwin,33.7,26.2,,,,,,,,,,,,,,,,,,,
March,2017,Darwin,32.1,24.8,,,,,,,,,,,,,,,,,,,
March,2018,Darwin,32.7,25.3,,,,,,,,,,,,,,,,,,,
March,2019,Darwin,33.4,25.3,,,,,,,,,,,,,,,,,,,
March,2020,Darwin,33.2,25.4,,,,,,,,,,,,,,,,,,,
March,2021,Darwin,32.3,25.1,,,,,,,,,,,,,,,,,,,
March,2022,Darwin,33.4,25.7,,,,,,,,,,,,,,,,,,,
April,2014,Darwin,33,24.8,,,,,,,,,,,,,,,,,,,
April,2015,Darwin,33.2,24.2,,,,,,,,,,,,,,,,,,,
April,2016,Darwin,34.5,25,,,,,,,,,,,,,,,,,,,
April,2017,Darwin,32,24.1,,,,,,,,,,,,,,,,,,,
April,2018,Darwin,33.8,24.1,,,,,,,,,,,,,,,,,,,
April,2019,Darwin,33.1,24.5,,,,,,,,,,,,,,,,,,,
April,2020,Darwin,33.7,25.1,,,,,,,,,,,,,,,,,,,
April,2021,Darwin,33,24.1,,,,,,,,,,,,,,,,,,,
April,2022,Darwin,33.9,25.2,,,,,,,,,,,,,,,,,,,
May,2014,Darwin,32.7,23.3,,,,,,,,,,,,,,,,,,,
May,2015,Darwin,32.6,21,,,,,,,,,,,,,,,,,,,
May,2016,Darwin,33.5,24.7,,,,,,,,,,,,,,,,,,,
May,2017,Darwin,32.9,22.6,,,,,,,,,,,,,,,,,,,
May,2018,Darwin,32.7,21.8,,,,,,,,,,,,,,,,,,,
May,2019,Darwin,32.3,22.9,,,,,,,,,,,,,,,,,,,
May,2020,Darwin,32.1,22.4,,,,,,,,,,,,,,,,,,,
May,2021,Darwin,32.7,22,,,,,,,,,,,,,,,,,,,
May,2022,Darwin,33.6,24,,,,,,,,,,,,,,,,,,,
June,2014,Darwin,31.2,20,,,,,,,,,,,,,,,,,,,
June,2015,Darwin,32,21,,,,,,,,,,,,,,,,,,,
June,2016,Darwin,33.2,23,,,,,,,,,,,,,,,,,,,
June,2017,Darwin,31.3,20,,,,,,,,,,,,,,,,,,,
June,2018,Darwin,31.6,20.1,,,,,,,,,,,,,,,,,,,
June,2019,Darwin,31,19,,,,,,,,,,,,,,,,,,,
June,2020,Darwin,32.4,21.1,,,,,,,,,,,,,,,,,,,
June,2021,Darwin,31.8,21.1,,,,,,,,,,,,,,,,,,,
June,2022,Darwin,31.9,21.6,,,,,,,,,,,,,,,,,,,
July,2014,Darwin,31.1,18.9,,,,,,,,,,,,,,,,,,,
July,2015,Darwin,31.3,18.9,,,,,,,,,,,,,,,,,,,
July,2016,Darwin,31.5,19.8,,,,,,,,,,,,,,,,,,,
July,2017,Darwin,32.6,21.1,,,,,,,,,,,,,,,,,,,
July,2018,Darwin,31.9,20,,,,,,,,,,,,,,,,,,,
July,2019,Darwin,31.3,18.5,,,,,,,,,,,,,,,,,,,
July,2020,Darwin,32,19.2,,,,,,,,,,,,,,,,,,,
July,2021,Darwin,32.3,20.6,,,,,,,,,,,,,,,,,,,
July,2022,Darwin,29.8,17,,,,,,,,,,,,,,,,,,,
August,2014,Darwin,31.9,17.8,,,,,,,,,,,,,,,,,,,
August,2015,Darwin,31.8,19.7,,,,,,,,,,,,,,,,,,,
August,2016,Darwin,32.6,20.2,,,,,,,,,,,,,,,,,,,
August,2017,Darwin,33.1,20.2,,,,,,,,,,,,,,,,,,,
August,2018,Darwin,32,20.1,,,,,,,,,,,,,,,,,,,
August,2019,Darwin,32,19.4,,,,,,,,,,,,,,,,,,,
August,2020,Darwin,32.6,21,,,,,,,,,,,,,,,,,,,
August,2021,Darwin,33.4,21.5,,,,,,,,,,,,,,,,,,,
August,2022,Darwin,32.8,20.8,,,,,,,,,,,,,,,,,,,
September,2014,Darwin,33.2,21,,,,,,,,,,,,,,,,,,,
September,2015,Darwin,33.2,22.1,,,,,,,,,,,,,,,,,,,
September,2016,Darwin,33.2,24.7,,,,,,,,,,,,,,,,,,,
September,2017,Darwin,34.1,22.5,,,,,,,,,,,,,,,,,,,
September,2018,Darwin,33.6,22.9,,,,,,,,,,,,,,,,,,,
September,2019,Darwin,32.7,21.2,,,,,,,,,,,,,,,,,,,
September,2020,Darwin,33.9,23.7,,,,,,,,,,,,,,,,,,,
September,2021,Darwin,34.1,24,,,,,,,,,,,,,,,,,,,
September,2022,Darwin,33.8,24.8,,,,,,,,,,,,,,,,,,,
October,2014,Darwin,34.3,23.6,,,,,,,,,,,,,,,,,,,
October,2015,Darwin,33.8,24.1,,,,,,,,,,,,,,,,,,,
October,2016,Darwin,33.8,24.6,,,,,,,,,,,,,,,,,,,
October,2017,Darwin,33.9,25.4,,,,,,,,,,,,,,,,,,,
October,2018,Darwin,34.2,25.2,,,,,,,,,,,,,,,,,,,
October,2019,Darwin,34.3,24.2,,,,,,,,,,,,,,,,,,,
October,2020,Darwin,33.6,25.3,,,,,,,,,,,,,,,,,,,
October,2021,Darwin,34.5,26.6,,,,,,,,,,,,,,,,,,,
October,2022,Darwin,33.8,26.1,,,,,,,,,,,,,,,,,,,
November,2014,Darwin,34.3,25.1,,,,,,,,,,,,,,,,,,,
November,2015,Darwin,34.7,25.9,,,,,,,,,,,,,,,,,,,
November,2016,Darwin,33.7,25.5,,,,,,,,,,,,,,,,,,,
November,2017,Darwin,33.9,24.7,,,,,,,,,,,,,,,,,,,
November,2018,Darwin,34,25.5,,,,,,,,,,,,,,,,,,,
November,2019,Darwin,34.5,25.6,,,,,,,,,,,,,,,,,,,
November,2020,Darwin,35,25.8,,,,,,,,,,,,,,,,,,,
November,2021,Darwin,34.7,25.8,,,,,,,,,,,,,,,,,,,
November,2022,Darwin,34.1,25.6,,,,,,,,,,,,,,,,,,,
December,2014,Darwin,34,26.6,,,,,,,,,,,,,,,,,,,
December,2015,Darwin,32.4,25.2,,,,,,,,,,,,,,,,,,,
December,2016,Darwin,32.6,25.2,,,,,,,,,,,,,,,,,,,
December,2017,Darwin,33.9,25.9,,,,,,,,,,,,,,,,,,,
December,2018,Darwin,34,27.1,,,,,,,,,,,,,,,,,,,
December,2019,Darwin,35.3,26.2,,,,,,,,,,,,,,,,,,,
December,2020,Darwin,32.6,25,,,,,,,,,,,,,,,,,,,
December,2021,Darwin,33.5,25.8,,,,,,,,,,,,,,,,,,,
December,2022,Darwin,33.1,25.4,,,,,,,,,,,,,,,,,,,
January,2014,Canberra,31.6,12.1,,,,,,,,,,,,,,,,,,,
January,2015,Canberra,27.4,13.9,,,,,,,,,,,,,,,,,,,
January,2016,Canberra,28.5,14,,,,,,,,,,,,,,,,,,,
January,2017,Canberra,32.8,14.9,,,,,,,,,,,,,,,,,,,
January,2018,Canberra,31.6,14.4,,,,,,,,,,,,,,,,,,,
January,2019,Canberra,34.5,17.7,,,,,,,,,,,,,,,,,,,
January,2020,Canberra,31.7,15.2,,,,,,,,,,,,,,,,,,,
January,2021,Canberra,28.1,12.3,,,,,,,,,,,,,,,,,,,
January,2022,Canberra,26.9,14.8,,,,,,,,,,,,,,,,,,,
February,2014,Canberra,29.4,13.5,,,,,,,,,,,,,,,,,,,
February,2015,Canberra,28.1,13.1,,,,,,,,,,,,,,,,,,,
February,2016,Canberra,29.3,13.3,,,,,,,,,,,,,,,,,,,
February,2017,Canberra,30.1,12.9,,,,,,,,,,,,,,,,,,,
February,2018,Canberra,29,12.8,,,,,,,,,,,,,,,,,,,
February,2019,Canberra,29.1,12.9,,,,,,,,,,,,,,,,,,,
February,2020,Canberra,27.7,15.1,,,,,,,,,,,,,,,,,,,
February,2021,Canberra,26.1,12.8,,,,,,,,,,,,,,,,,,,
February,2022,Canberra,26.2,12.4,,,,,,,,,,,,,,,,,,,
March,2014,Canberra,24.2,12.2,,,,,,,,,,,,,,,,,,,
March,2015,Canberra,26.3,9.1,,,,,,,,,,,,,,,,,,,
March,2016,Canberra,27.7,12.6,,,,,,,,,,,,,,,,,,,
March,2017,Canberra,25.9,12.8,,,,,,,,,,,,,,,,,,,
March,2018,Canberra,26.3,10.4,,,,,,,,,,,,,,,,,,,
March,2019,Canberra,26,12,,,,,,,,,,,,,,,,,,,
March,2020,Canberra,23.4,10.8,,,,,,,,,,,,,,,,,,,
March,2021,Canberra,23,9.9,,,,,,,,,,,,,,,,,,,
March,2022,Canberra,24,12.6,,,,,,,,,,,,,,,,,,,
April,2014,Canberra,19.7,7.4,,,,,,,,,,,,,,,,,,,
April,2015,Canberra,19.4,7.2,,,,,,,,,,,,,,,,,,,
April,2016,Canberra,23.9,8.3,,,,,,,,,,,,,,,,,,,
April,2017,Canberra,19.9,5.5,,,,,,,,,,,,,,,,,,,
April,2018,Canberra,25,8.7,,,,,,,,,,,,,,,,,,,
April,2019,Canberra,22.6,7.5,,,,,,,,,,,,,,,,,,,
April,2020,Canberra,18.9,7.9,,,,,,,,,,,,,,,,,,,
April,2021,Canberra,20.8,3.7,,,,,,,,,,,,,,,,,,,
April,2022,Canberra,20,8.5,,,,,,,,,,,,,,,,,,,
May,2014,Canberra,17.6,2.7,,,,,,,,,,,,,,,,,,,
May,2015,Canberra,16.3,2.7,,,,,,,,,,,,,,,,,,,
May,2016,Canberra,17.4,4.8,,,,,,,,,,,,,,,,,,,
May,2017,Canberra,16.4,1.6,,,,,,,,,,,,,,,,,,,
May,2018,Canberra,17.5,2.2,,,,,,,,,,,,,,,,,,,
May,2019,Canberra,16.6,3.3,,,,,,,,,,,,,,,,,,,
May,2020,Canberra,15,2.8,,,,,,,,,,,,,,,,,,,
May,2021,Canberra,16.4,2.6,,,,,,,,,,,,,,,,,,,
May,2022,Canberra,16.1,4.4,,,,,,,,,,,,,,,,,,,
June,2014,Canberra,13.2,2.8,,,,,,,,,,,,,,,,,,,
June,2015,Canberra,13.8,-0.8,,,,,,,,,,,,,,,,,,,
June,2016,Canberra,13,3,,,,,,,,,,,,,,,,,,,
June,2017,Canberra,13.6,-1.4,,,,,,,,,,,,,,,,,,,
June,2018,Canberra,13.2,1.8,,,,,,,,,,,,,,,,,,,
June,2019,Canberra,14.1,-0.1,,,,,,,,,,,,,,,,,,,
June,2020,Canberra,13.5,1.3,,,,,,,,,,,,,,,,,,,
June,2021,Canberra,12.9,2,,,,,,,,,,,,,,,,,,,
June,2022,Canberra,12,0.4,,,,,,,,,,,,,,,,,,,
July,2014,Canberra,12.2,0,,,,,,,,,,,,,,,,,,,
July,2015,Canberra,11.5,-0.7,,,,,,,,,,,,,,,,,,,
July,2016,Canberra,12.7,2.2,,,,,,,,,,,,,,,,,,,
July,2017,Canberra,12.9,-2.3,,,,,,,,,,,,,,,,,,,
July,2018,Canberra,13.3,-1.7,,,,,,,,,,,,,,,,,,,
July,2019,Canberra,13.7,0.7,,,,,,,,,,,,,,,,,,,
July,2020,Canberra,13.2,1.2,,,,,,,,,,,,,,,,,,,
July,2021,Canberra,11.9,1,,,,,,,,,,,,,,,,,,,
July,2022,Canberra,12.7,0.1,,,,,,,,,,,,,,,,,,,
August,2014,Canberra,14.3,-0.8,,,,,,,,,,,,,,,,,,,
August,2015,Canberra,13.7,1,,,,,,,,,,,,,,,,,,,
August,2016,Canberra,14.3,1.1,,,,,,,,,,,,,,,,,,,
August,2017,Canberra,13.9,0.5,,,,,,,,,,,,,,,,,,,
August,2018,Canberra,13.9,0.8,,,,,,,,,,,,,,,,,,,
August,2019,Canberra,14.2,0.1,,,,,,,,,,,,,,,,,,,
August,2020,Canberra,12.8,1.7,,,,,,,,,,,,,,,,,,,
August,2021,Canberra,14.7,0.8,,,,,,,,,,,,,,,,,,,
August,2022,Canberra,14.1,2.6,,,,,,,,,,,,,,,,,,,
September,2014,Canberra,17.9,2.7,,,,,,,,,,,,,,,,,,,
September,2015,Canberra,17.4,1.5,,,,,,,,,,,,,,,,,,,
September,2016,Canberra,15.8,4.8,,,,,,,,,,,,,,,,,,,
September,2017,Canberra,18.1,2.7,,,,,,,,,,,,,,,,,,,
September,2018,Canberra,18,1.8,,,,,,,,,,,,,,,,,,,
September,2019,Canberra,18.8,2.1,,,,,,,,,,,,,,,,,,,
September,2020,Canberra,17.6,4.7,,,,,,,,,,,,,,,,,,,
September,2021,Canberra,17.3,3.6,,,,,,,,,,,,,,,,,,,
September,2022,Canberra,16.2,4.4,,,,,,,,,,,,,,,,,,,
October,2014,Canberra,22.5,5.4,,,,,,,,,,,,,,,,,,,
October,2015,Canberra,24.8,8.3,,,,,,,,,,,,,,,,,,,
October,2016,Canberra,18.5,5.2,,,,,,,,,,,,,,,,,,,
October,2017,Canberra,23.2,7.1,,,,,,,,,,,,,,,,,,,
October,2018,Canberra,22.8,7.3,,,,,,,,,,,,,,,,,,,
October,2019,Canberra,23.6,6.2,,,,,,,,,,,,,,,,,,,
October,2020,Canberra,20.3,8.8,,,,,,,,,,,,,,,,,,,
October,2021,Canberra,19.2,5.5,,,,,,,,,,,,,,,,,,,
October,2022,Canberra,18.3,8.4,,,,,,,,,,,,,,,,,,,
November,2014,Canberra,27.9,10.2,,,,,,,,,,,,,,,,,,,
November,2015,Canberra,25.3,10.9,,,,,,,,,,,,,,,,,,,
November,2016,Canberra,24.8,8.6,,,,,,,,,,,,,,,,,,,
November,2017,Canberra,24.3,9.6,,,,,,,,,,,,,,,,,,,
November,2018,Canberra,24.5,10.5,,,,,,,,,,,,,,,,,,,
November,2019,Canberra,26.8,9.5,,,,,,,,,,,,,,,,,,,
November,2020,Canberra,25.1,10.4,,,,,,,,,,,,,,,,,,,
November,2021,Canberra,20.2,9.4,,,,,,,,,,,,,,,,,,,
November,2022,Canberra,20.7,7.7,,,,,,,,,,,,,,,,,,,
December,2014,Canberra,27.7,12.7,,,,,,,,,,,,,,,,,,,
December,2015,Canberra,29.3,11.4,,,,,,,,,,,,,,,,,,,
December,2016,Canberra,28.7,13.5,,,,,,,,,,,,,,,,,,,
December,2017,Canberra,27.8,13.9,,,,,,,,,,,,,,,,,,,
December,2018,Canberra,29.3,13.7,,,,,,,,,,,,,,,,,,,
December,2019,Canberra,31.7,13.1,,,,,,,,,,,,,,,,,,,
December,2020,Canberra,25.4,11.5,,,,,,,,,,,,,,,,,,,
December,2021,Canberra,25.2,11.3,,,,,,,,,,,,,,,,,,,
December,2022,Canberra,23.9,8.6,,,,,,,,,,,,,,,,,,,
