Date,direction_cardinal,Direction,Speed
"Tuesday, 24 January 2023",S,270,28
"Wednesday, 25 January 2023",NE,45,19
"Thursday, 26 January 2023",NE,45,24
"Saturday, 28 January 2023",E,0,22
"Sunday, 29 January 2023",ENE,22.5,28
"Monday, 30 January 2023",NNE,67.5,28
"Tuesday, 31 January 2023",ENE,22.5,24
"Wednesday, 1 February 2023",E,0,35
"Thursday, 2 February 2023",NE,45,26
"Friday, 3 February 2023",NE,45,24
"Saturday, 4 February 2023",WSW,202.5,24
"Sunday, 5 February 2023",E,0,31
"Monday, 6 February 2023",E,0,33
"Tuesday, 7 February 2023",E,0,26
"Wednesday, 8 February 2023",E,0,31
"Thursday, 9 February 2023",E,0,30
"Friday, 10 February 2023",SE,315,31
"Saturday, 11 February 2023",E,0,24
"Sunday, 12 February 2023",NE,45,28
"Monday, 13 February 2023",ENE,22.5,35
"Tuesday, 14 February 2023",E,0,37
"Wednesday, 15 February 2023",E,0,35
"Thursday, 16 February 2023",ENE,22.5,26
"Friday, 17 February 2023",E,0,22
"Saturday, 18 February 2023",ENE,22.5,22
"Sunday, 19 February 2023",E,0,26
"Monday, 20 February 2023",NE,45,30
"Tuesday, 21 February 2023",ENE,22.5,30
"Wednesday, 22 February 2023",ESE,337.5,33
"Thursday, 23 February 2023",SE,315,33
"Friday, 24 February 2023",SE,315,37
"Saturday, 25 February 2023",ENE,22.5,26
"Sunday, 26 February 2023",ENE,22.5,26
"Monday, 27 February 2023",NNE,67.5,24
"Tuesday, 28 February 2023",NNE,67.5,22
"Wednesday, 1 March 2023",N,90,28
"Thursday, 2 March 2023",ENE,22.5,20
"Friday, 3 March 2023",SE,315,41
"Saturday, 4 March 2023",E,0,35
"Sunday, 5 March 2023",NE,45,24
"Monday, 6 March 2023",NE,45,26
"Tuesday, 7 March 2023",NNE,67.5,28
"Wednesday, 8 March 2023",NNE,67.5,20
"Thursday, 9 March 2023",WSW,202.5,24
"Friday, 10 March 2023",E,0,22
"Saturday, 11 March 2023",ENE,22.5,19
"Sunday, 12 March 2023",SW,225,31
"Monday, 13 March 2023",ENE,22.5,20
"Wednesday, 15 March 2023",NNE,67.5,20
"Thursday, 16 March 2023",ENE,22.5,20
"Friday, 17 March 2023",ENE,22.5,22
"Saturday, 18 March 2023",NE,45,22
"Sunday, 19 March 2023",NE,45,24
"Monday, 20 March 2023",ENE,22.5,22
"Tuesday, 21 March 2023",ENE,22.5,33
"Wednesday, 22 March 2023",SSE,292.5,31
"Thursday, 23 March 2023",ENE,22.5,22
"Friday, 24 March 2023",ENE,22.5,20
"Saturday, 25 March 2023",ENE,22.5,24
"Sunday, 26 March 2023",E,0,24
"Monday, 27 March 2023",NE,45,20
"Wednesday, 29 March 2023",NNW,112.5,15
"Thursday, 30 March 2023",WSW,202.5,30
"Friday, 31 March 2023",W,180,19
"Saturday, 1 April 2023",WSW,202.5,15
"Sunday, 2 April 2023",ESE,337.5,26
"Monday, 3 April 2023",ESE,337.5,31
"Tuesday, 4 April 2023",WSW,202.5,20
"Wednesday, 5 April 2023",SE,315,24
"Thursday, 6 April 2023",ENE,22.5,24
"Friday, 7 April 2023",SSW,247.5,35
"Saturday, 8 April 2023",W,180,46
"Sunday, 9 April 2023",W,180,52
"Tuesday, 11 April 2023",W,180,31
"Wednesday, 12 April 2023",WNW,157.5,35
"Thursday, 13 April 2023",W,180,46
"Saturday, 15 April 2023",ENE,22.5,19
"Sunday, 16 April 2023",NE,45,20
"Monday, 17 April 2023",SE,315,31
"Tuesday, 18 April 2023",SSE,292.5,31
"Wednesday, 19 April 2023",SE,315,30
"Thursday, 20 April 2023",SW,225,26
"Friday, 21 April 2023",SSW,247.5,33
"Saturday, 22 April 2023",SSE,292.5,33
"Sunday, 23 April 2023",SE,315,41
"Monday, 24 April 2023",ENE,22.5,44
"Tuesday, 25 April 2023",ESE,337.5,35
"Wednesday, 26 April 2023",ESE,337.5,35
"Thursday, 27 April 2023",ENE,22.5,20
"Friday, 28 April 2023",ESE,337.5,20
"Saturday, 29 April 2023",W,180,22
"Sunday, 30 April 2023",WNW,157.5,24
"Monday, 1 May 2023",WNW,157.5,31
"Tuesday, 2 May 2023",WSW,202.5,24
"Wednesday, 3 May 2023",S,270,17
"Thursday, 4 May 2023",ENE,22.5,22
"Friday, 5 May 2023",E,0,19
"Saturday, 6 May 2023",NE,45,19
"Sunday, 7 May 2023",NNE,67.5,24
"Monday, 8 May 2023",WSW,202.5,39
"Wednesday, 10 May 2023",E,0,20
"Thursday, 11 May 2023",E,0,28
"Saturday, 13 May 2023",E,0,30
"Sunday, 14 May 2023",SSE,292.5,22
"Monday, 15 May 2023",E,0,26
"Tuesday, 16 May 2023",SW,225,35
"Wednesday, 17 May 2023",W,180,22
"Thursday, 18 May 2023",W,180,24
"Saturday, 20 May 2023",WSW,202.5,20
"Sunday, 21 May 2023",W,180,35
"Monday, 22 May 2023",SSW,247.5,19
"Wednesday, 24 May 2023",SW,225,15
"Thursday, 25 May 2023",NNE,67.5,13
"Monday, 29 May 2023",WSW,202.5,22
"Tuesday, 30 May 2023",WSW,202.5,15
"Thursday, 1 June 2023",W,180,24
"Friday, 2 June 2023",ESE,337.5,19
"Saturday, 3 June 2023",E,0,17
"Sunday, 4 June 2023",SE,315,24
"Monday, 5 June 2023",ESE,337.5,30
"Tuesday, 6 June 2023",SE,315,20
"Wednesday, 7 June 2023",E,0,26
"Thursday, 8 June 2023",SSW,247.5,15
"Saturday, 10 June 2023",SW,225,17
