month,year,city,temp_value,metric,,,,,,,,,,,,,,,,,,,
May,2017,Hobart,14.7,max_temperature,,,,,,,,,,,,,,,,,,,
May,2018,Hobart,15.8,max_temperature,,,,,,,,,,,,,,,,,,,
May,2019,Hobart,15.8,max_temperature,,,,,,,,,,,,,,,,,,,
May,2020,Hobart,15.5,max_temperature,,,,,,,,,,,,,,,,,,,
May,2021,Hobart,15.7,max_temperature,,,,,,,,,,,,,,,,,,,
May,2022,Hobart,15.1,max_temperature,,,,,,,,,,,,,,,,,,,
June,2014,Hobart,13.3,max_temperature,,,,,,,,,,,,,,,,,,,
June,2015,Hobart,12.9,max_temperature,,,,,,,,,,,,,,,,,,,
June,2016,Hobart,13.5,max_temperature,,,,,,,,,,,,,,,,,,,
June,2017,Hobart,13.9,max_temperature,,,,,,,,,,,,,,,,,,,
June,2018,Hobart,12.8,max_temperature,,,,,,,,,,,,,,,,,,,
June,2019,Hobart,13.6,max_temperature,,,,,,,,,,,,,,,,,,,
June,2020,Hobart,12.8,max_temperature,,,,,,,,,,,,,,,,,,,
June,2021,Hobart,13.4,max_temperature,,,,,,,,,,,,,,,,,,,
June,2022,Hobart,12.5,max_temperature,,,,,,,,,,,,,,,,,,,
July,2014,Hobart,13.4,max_temperature,,,,,,,,,,,,,,,,,,,
July,2015,Hobart,12.1,max_temperature,,,,,,,,,,,,,,,,,,,
July,2016,Hobart,13.2,max_temperature,,,,,,,,,,,,,,,,,,,
July,2017,Hobart,12.2,max_temperature,,,,,,,,,,,,,,,,,,,
July,2018,Hobart,13.4,max_temperature,,,,,,,,,,,,,,,,,,,
July,2019,Hobart,13.5,max_temperature,,,,,,,,,,,,,,,,,,,
July,2020,Hobart,12.5,max_temperature,,,,,,,,,,,,,,,,,,,
July,2021,Hobart,13,max_temperature,,,,,,,,,,,,,,,,,,,
July,2022,Hobart,12.8,max_temperature,,,,,,,,,,,,,,,,,,,
August,2014,Hobart,14.6,max_temperature,,,,,,,,,,,,,,,,,,,
August,2015,Hobart,12.4,max_temperature,,,,,,,,,,,,,,,,,,,
August,2016,Hobart,14.3,max_temperature,,,,,,,,,,,,,,,,,,,
August,2017,Hobart,13.3,max_temperature,,,,,,,,,,,,,,,,,,,
August,2018,Hobart,13.9,max_temperature,,,,,,,,,,,,,,,,,,,
August,2019,Hobart,13.7,max_temperature,,,,,,,,,,,,,,,,,,,
August,2020,Hobart,13.6,max_temperature,,,,,,,,,,,,,,,,,,,
August,2021,Hobart,14.4,max_temperature,,,,,,,,,,,,,,,,,,,
August,2022,Hobart,14.6,max_temperature,,,,,,,,,,,,,,,,,,,
September,2014,Hobart,17.9,max_temperature,,,,,,,,,,,,,,,,,,,
September,2015,Hobart,16.2,max_temperature,,,,,,,,,,,,,,,,,,,
September,2016,Hobart,16.2,max_temperature,,,,,,,,,,,,,,,,,,,
September,2017,Hobart,15.1,max_temperature,,,,,,,,,,,,,,,,,,,
September,2018,Hobart,16.3,max_temperature,,,,,,,,,,,,,,,,,,,
September,2019,Hobart,16.7,max_temperature,,,,,,,,,,,,,,,,,,,
September,2020,Hobart,16.8,max_temperature,,,,,,,,,,,,,,,,,,,
September,2021,Hobart,15.8,max_temperature,,,,,,,,,,,,,,,,,,,
September,2022,Hobart,15.3,max_temperature,,,,,,,,,,,,,,,,,,,
October,2014,Hobart,18.1,max_temperature,,,,,,,,,,,,,,,,,,,
October,2015,Hobart,19.7,max_temperature,,,,,,,,,,,,,,,,,,,
October,2016,Hobart,17.2,max_temperature,,,,,,,,,,,,,,,,,,,
October,2017,Hobart,20,max_temperature,,,,,,,,,,,,,,,,,,,
October,2018,Hobart,18.3,max_temperature,,,,,,,,,,,,,,,,,,,
October,2019,Hobart,18.8,max_temperature,,,,,,,,,,,,,,,,,,,
October,2020,Hobart,16,max_temperature,,,,,,2014,,,,,,,,,,,,,
October,2021,Hobart,16.5,max_temperature,,,,,,2015,,,,,,,,,,,,,
October,2022,Hobart,16.9,max_temperature,,,,,,,,,,,,,,,,,,,
November,2014,Hobart,19.4,max_temperature,,,,,,2017,,,,,,,,,,,,,
November,2015,Hobart,20.5,max_temperature,,,,,,2018,,,,,,,,,,,,,
November,2016,Hobart,18.6,max_temperature,,,,,,2019,,,,,,,,,,,,,
November,2017,Hobart,22.4,max_temperature,,,,,,2020,,,,,,,,,,,,,
November,2018,Hobart,19.5,max_temperature,,,,,,2021,,,,,,,,,,,,,
November,2019,Hobart,20.2,max_temperature,,,,,,2022,,,,,,,,,,,,,
November,2020,Hobart,22.3,max_temperature,,,,,,,,,,,,,,,,,,,
November,2021,Hobart,18.3,max_temperature,,,,,,,,,,,,,,,,,,,
November,2022,Hobart,18.5,max_temperature,,,,,,,,,,,,,,,,,,,
December,2014,Hobart,20.3,max_temperature,,,,,,,,,,,,,,,,,,,
December,2015,Hobart,22.5,max_temperature,,,,,,,,,,,,,,,,,,,
December,2016,Hobart,22,max_temperature,,,,,,,,,,,,,,,,,,,
December,2017,Hobart,22.5,max_temperature,,,,,,,,,,,,,,,,,,,
December,2018,Hobart,22.3,max_temperature,,,,,,,,,,,,,,,,,,,
December,2019,Hobart,21.8,max_temperature,,,,,,,,,,,,,,,,,,,
December,2020,Hobart,20.7,max_temperature,,,,,,,,,,,,,,,,,,,
December,2021,Hobart,21.1,max_temperature,,,,,,,,,,,,,,,,,,,
December,2022,Hobart,19.8,max_temperature,,,,,,,,,,,,,,,,,,,
January,2014,Darwin,31.7,max_temperature,,,,,,,,,,,,,,,,,,,
January,2015,Darwin,31.2,max_temperature,,,,,,,,,,,,,,,,,,,
January,2016,Darwin,33,max_temperature,,,,,,,,,,,,,,,,,,,
January,2017,Darwin,32,max_temperature,,,,,,,,,,,,,,,,,,,
January,2018,Darwin,31.8,max_temperature,,,,,,,,,,,,,,,,,,,
January,2019,Darwin,32.7,max_temperature,,,,,,,,,,,,,,,,,,,
January,2020,Darwin,32.8,max_temperature,,,,,,,,,,,,,,,,,,,
January,2021,Darwin,31.8,max_temperature,,,,,,,,,,,,,,,,,,,
January,2022,Darwin,32.6,max_temperature,,,,,,,,,,,,,,,,,,,
February,2014,Darwin,31.3,max_temperature,,,,,,,,,,,,,,,,,,,
February,2015,Darwin,32.6,max_temperature,,,,,,,,,,,,,,,,,,,
February,2016,Darwin,33.5,max_temperature,,,,,,,,,,,,,,,,,,,
February,2017,Darwin,31.6,max_temperature,,,,,,,,,,,,,,,,,,,
February,2018,Darwin,31.6,max_temperature,,,,,,,,,,,,,,,,,,,
February,2019,Darwin,33.1,max_temperature,,,,,,,,,,,,,,,,,,,
February,2020,Darwin,33.4,max_temperature,,,,,,,,,,,,,,,,,,,
February,2021,Darwin,31.4,max_temperature,,,,,,,,,,,,,,,,,,,
February,2022,Darwin,31.7,max_temperature,,,,,,,,,,,,,,,,,,,
March,2014,Darwin,33,max_temperature,,,,,,,,,,,,,,,,,,,
March,2015,Darwin,32.7,max_temperature,,,,,,,,,,,,,,,,,,,
March,2016,Darwin,33.7,max_temperature,,,,,,,,,,,,,,,,,,,
March,2017,Darwin,32.1,max_temperature,,,,,,,,,,,,,,,,,,,
March,2018,Darwin,32.7,max_temperature,,,,,,,,,,,,,,,,,,,
March,2019,Darwin,33.4,max_temperature,,,,,,,,,,,,,,,,,,,
March,2020,Darwin,33.2,max_temperature,,,,,,,,,,,,,,,,,,,
March,2021,Darwin,32.3,max_temperature,,,,,,,,,,,,,,,,,,,
March,2022,Darwin,33.4,max_temperature,,,,,,,,,,,,,,,,,,,
April,2014,Darwin,33,max_temperature,,,,,,,,,,,,,,,,,,,
April,2015,Darwin,33.2,max_temperature,,,,,,,,,,,,,,,,,,,
April,2016,Darwin,34.5,max_temperature,,,,,,,,,,,,,,,,,,,
April,2017,Darwin,32,max_temperature,,,,,,,,,,,,,,,,,,,
April,2018,Darwin,33.8,max_temperature,,,,,,,,,,,,,,,,,,,
April,2019,Darwin,33.1,max_temperature,,,,,,,,,,,,,,,,,,,
April,2020,Darwin,33.7,max_temperature,,,,,,,,,,,,,,,,,,,
April,2021,Darwin,33,max_temperature,,,,,,,,,,,,,,,,,,,
April,2022,Darwin,33.9,max_temperature,,,,,,,,,,,,,,,,,,,
May,2014,Darwin,32.7,max_temperature,,,,,,,,,,,,,,,,,,,
May,2015,Darwin,32.6,max_temperature,,,,,,,,,,,,,,,,,,,
May,2016,Darwin,33.5,max_temperature,,,,,,,,,,,,,,,,,,,
May,2017,Darwin,32.9,max_temperature,,,,,,,,,,,,,,,,,,,
May,2018,Darwin,32.7,max_temperature,,,,,,,,,,,,,,,,,,,
May,2019,Darwin,32.3,max_temperature,,,,,,,,,,,,,,,,,,,
May,2020,Darwin,32.1,max_temperature,,,,,,,,,,,,,,,,,,,
May,2021,Darwin,32.7,max_temperature,,,,,,,,,,,,,,,,,,,
May,2022,Darwin,33.6,max_temperature,,,,,,,,,,,,,,,,,,,
June,2014,Darwin,31.2,max_temperature,,,,,,,,,,,,,,,,,,,
June,2015,Darwin,32,max_temperature,,,,,,,,,,,,,,,,,,,
June,2016,Darwin,33.2,max_temperature,,,,,,,,,,,,,,,,,,,
June,2017,Darwin,31.3,max_temperature,,,,,,,,,,,,,,,,,,,
June,2018,Darwin,31.6,max_temperature,,,,,,,,,,,,,,,,,,,
June,2019,Darwin,31,max_temperature,,,,,,,,,,,,,,,,,,,
June,2020,Darwin,32.4,max_temperature,,,,,,,,,,,,,,,,,,,
June,2021,Darwin,31.8,max_temperature,,,,,,,,,,,,,,,,,,,
June,2022,Darwin,31.9,max_temperature,,,,,,,,,,,,,,,,,,,
July,2014,Darwin,31.1,max_temperature,,,,,,,,,,,,,,,,,,,
July,2015,Darwin,31.3,max_temperature,,,,,,,,,,,,,,,,,,,
July,2016,Darwin,31.5,max_temperature,,,,,,,,,,,,,,,,,,,
July,2017,Darwin,32.6,max_temperature,,,,,,,,,,,,,,,,,,,
July,2018,Darwin,31.9,max_temperature,,,,,,,,,,,,,,,,,,,
July,2019,Darwin,31.3,max_temperature,,,,,,,,,,,,,,,,,,,
July,2020,Darwin,32,max_temperature,,,,,,,,,,,,,,,,,,,
July,2021,Darwin,32.3,max_temperature,,,,,,,,,,,,,,,,,,,
July,2022,Darwin,29.8,max_temperature,,,,,,,,,,,,,,,,,,,
August,2014,Darwin,31.9,max_temperature,,,,,,,,,,,,,,,,,,,
August,2015,Darwin,31.8,max_temperature,,,,,,,,,,,,,,,,,,,
August,2016,Darwin,32.6,max_temperature,,,,,,,,,,,,,,,,,,,
August,2017,Darwin,33.1,max_temperature,,,,,,,,,,,,,,,,,,,
August,2018,Darwin,32,max_temperature,,,,,,,,,,,,,,,,,,,
August,2019,Darwin,32,max_temperature,,,,,,,,,,,,,,,,,,,
August,2020,Darwin,32.6,max_temperature,,,,,,,,,,,,,,,,,,,
August,2021,Darwin,33.4,max_temperature,,,,,,,,,,,,,,,,,,,
August,2022,Darwin,32.8,max_temperature,,,,,,,,,,,,,,,,,,,
September,2014,Darwin,33.2,max_temperature,,,,,,,,,,,,,,,,,,,
September,2015,Darwin,33.2,max_temperature,,,,,,,,,,,,,,,,,,,
September,2016,Darwin,33.2,max_temperature,,,,,,,,,,,,,,,,,,,
September,2017,Darwin,34.1,max_temperature,,,,,,,,,,,,,,,,,,,
September,2018,Darwin,33.6,max_temperature,,,,,,,,,,,,,,,,,,,
September,2019,Darwin,32.7,max_temperature,,,,,,,,,,,,,,,,,,,
September,2020,Darwin,33.9,max_temperature,,,,,,,,,,,,,,,,,,,
September,2021,Darwin,34.1,max_temperature,,,,,,,,,,,,,,,,,,,
September,2022,Darwin,33.8,max_temperature,,,,,,,,,,,,,,,,,,,
October,2014,Darwin,34.3,max_temperature,,,,,,,,,,,,,,,,,,,
October,2015,Darwin,33.8,max_temperature,,,,,,,,,,,,,,,,,,,
October,2016,Darwin,33.8,max_temperature,,,,,,,,,,,,,,,,,,,
October,2017,Darwin,33.9,max_temperature,,,,,,,,,,,,,,,,,,,
October,2018,Darwin,34.2,max_temperature,,,,,,,,,,,,,,,,,,,
October,2019,Darwin,34.3,max_temperature,,,,,,,,,,,,,,,,,,,
October,2020,Darwin,33.6,max_temperature,,,,,,,,,,,,,,,,,,,
October,2021,Darwin,34.5,max_temperature,,,,,,,,,,,,,,,,,,,
October,2022,Darwin,33.8,max_temperature,,,,,,,,,,,,,,,,,,,
November,2014,Darwin,34.3,max_temperature,,,,,,,,,,,,,,,,,,,
November,2015,Darwin,34.7,max_temperature,,,,,,,,,,,,,,,,,,,
November,2016,Darwin,33.7,max_temperature,,,,,,,,,,,,,,,,,,,
November,2017,Darwin,33.9,max_temperature,,,,,,,,,,,,,,,,,,,
November,2018,Darwin,34,max_temperature,,,,,,,,,,,,,,,,,,,
November,2019,Darwin,34.5,max_temperature,,,,,,,,,,,,,,,,,,,
November,2020,Darwin,35,max_temperature,,,,,,,,,,,,,,,,,,,
November,2021,Darwin,34.7,max_temperature,,,,,,,,,,,,,,,,,,,
November,2022,Darwin,34.1,max_temperature,,,,,,,,,,,,,,,,,,,
December,2014,Darwin,34,max_temperature,,,,,,,,,,,,,,,,,,,
December,2015,Darwin,32.4,max_temperature,,,,,,,,,,,,,,,,,,,
December,2016,Darwin,32.6,max_temperature,,,,,,,,,,,,,,,,,,,
December,2017,Darwin,33.9,max_temperature,,,,,,,,,,,,,,,,,,,
December,2018,Darwin,34,max_temperature,,,,,,,,,,,,,,,,,,,
December,2019,Darwin,35.3,max_temperature,,,,,,,,,,,,,,,,,,,
December,2020,Darwin,32.6,max_temperature,,,,,,,,,,,,,,,,,,,
December,2021,Darwin,33.5,max_temperature,,,,,,,,,,,,,,,,,,,
December,2022,Darwin,33.1,max_temperature,,,,,,,,,,,,,,,,,,,
January,2014,Canberra,31.6,max_temperature,,,,,,,,,,,,,,,,,,,
January,2015,Canberra,27.4,max_temperature,,,,,,,,,,,,,,,,,,,
January,2016,Canberra,28.5,max_temperature,,,,,,,,,,,,,,,,,,,
January,2017,Canberra,32.8,max_temperature,,,,,,,,,,,,,,,,,,,
January,2018,Canberra,31.6,max_temperature,,,,,,,,,,,,,,,,,,,
January,2019,Canberra,34.5,max_temperature,,,,,,,,,,,,,,,,,,,
January,2020,Canberra,31.7,max_temperature,,,,,,,,,,,,,,,,,,,
January,2021,Canberra,28.1,max_temperature,,,,,,,,,,,,,,,,,,,
January,2022,Canberra,26.9,max_temperature,,,,,,,,,,,,,,,,,,,
February,2014,Canberra,29.4,max_temperature,,,,,,,,,,,,,,,,,,,
February,2015,Canberra,28.1,max_temperature,,,,,,,,,,,,,,,,,,,
February,2016,Canberra,29.3,max_temperature,,,,,,,,,,,,,,,,,,,
February,2017,Canberra,30.1,max_temperature,,,,,,,,,,,,,,,,,,,
February,2018,Canberra,29,max_temperature,,,,,,,,,,,,,,,,,,,
February,2019,Canberra,29.1,max_temperature,,,,,,,,,,,,,,,,,,,
February,2020,Canberra,27.7,max_temperature,,,,,,,,,,,,,,,,,,,
February,2021,Canberra,26.1,max_temperature,,,,,,,,,,,,,,,,,,,
February,2022,Canberra,26.2,max_temperature,,,,,,,,,,,,,,,,,,,
March,2014,Canberra,24.2,max_temperature,,,,,,,,,,,,,,,,,,,
March,2015,Canberra,26.3,max_temperature,,,,,,,,,,,,,,,,,,,
March,2016,Canberra,27.7,max_temperature,,,,,,,,,,,,,,,,,,,
March,2017,Canberra,25.9,max_temperature,,,,,,,,,,,,,,,,,,,
March,2018,Canberra,26.3,max_temperature,,,,,,,,,,,,,,,,,,,
March,2019,Canberra,26,max_temperature,,,,,,,,,,,,,,,,,,,
March,2020,Canberra,23.4,max_temperature,,,,,,,,,,,,,,,,,,,
March,2021,Canberra,23,max_temperature,,,,,,,,,,,,,,,,,,,
March,2022,Canberra,24,max_temperature,,,,,,,,,,,,,,,,,,,
April,2014,Canberra,19.7,max_temperature,,,,,,,,,,,,,,,,,,,
April,2015,Canberra,19.4,max_temperature,,,,,,,,,,,,,,,,,,,
April,2016,Canberra,23.9,max_temperature,,,,,,,,,,,,,,,,,,,
April,2017,Canberra,19.9,max_temperature,,,,,,,,,,,,,,,,,,,
April,2018,Canberra,25,max_temperature,,,,,,,,,,,,,,,,,,,
April,2019,Canberra,22.6,max_temperature,,,,,,,,,,,,,,,,,,,
April,2020,Canberra,18.9,max_temperature,,,,,,,,,,,,,,,,,,,
April,2021,Canberra,20.8,max_temperature,,,,,,,,,,,,,,,,,,,
April,2022,Canberra,20,max_temperature,,,,,,,,,,,,,,,,,,,
May,2014,Canberra,17.6,max_temperature,,,,,,,,,,,,,,,,,,,
May,2015,Canberra,16.3,max_temperature,,,,,,,,,,,,,,,,,,,
May,2016,Canberra,17.4,max_temperature,,,,,,,,,,,,,,,,,,,
May,2017,Canberra,16.4,max_temperature,,,,,,,,,,,,,,,,,,,
May,2018,Canberra,17.5,max_temperature,,,,,,,,,,,,,,,,,,,
May,2019,Canberra,16.6,max_temperature,,,,,,,,,,,,,,,,,,,
May,2020,Canberra,15,max_temperature,,,,,,,,,,,,,,,,,,,
May,2021,Canberra,16.4,max_temperature,,,,,,,,,,,,,,,,,,,
May,2022,Canberra,16.1,max_temperature,,,,,,,,,,,,,,,,,,,
June,2014,Canberra,13.2,max_temperature,,,,,,,,,,,,,,,,,,,
June,2015,Canberra,13.8,max_temperature,,,,,,,,,,,,,,,,,,,
June,2016,Canberra,13,max_temperature,,,,,,,,,,,,,,,,,,,
June,2017,Canberra,13.6,max_temperature,,,,,,,,,,,,,,,,,,,
June,2018,Canberra,13.2,max_temperature,,,,,,,,,,,,,,,,,,,
June,2019,Canberra,14.1,max_temperature,,,,,,,,,,,,,,,,,,,
June,2020,Canberra,13.5,max_temperature,,,,,,,,,,,,,,,,,,,
June,2021,Canberra,12.9,max_temperature,,,,,,,,,,,,,,,,,,,
June,2022,Canberra,12,max_temperature,,,,,,,,,,,,,,,,,,,
July,2014,Canberra,12.2,max_temperature,,,,,,,,,,,,,,,,,,,
July,2015,Canberra,11.5,max_temperature,,,,,,,,,,,,,,,,,,,
July,2016,Canberra,12.7,max_temperature,,,,,,,,,,,,,,,,,,,
July,2017,Canberra,12.9,max_temperature,,,,,,,,,,,,,,,,,,,
July,2018,Canberra,13.3,max_temperature,,,,,,,,,,,,,,,,,,,
July,2019,Canberra,13.7,max_temperature,,,,,,,,,,,,,,,,,,,
July,2020,Canberra,13.2,max_temperature,,,,,,,,,,,,,,,,,,,
July,2021,Canberra,11.9,max_temperature,,,,,,,,,,,,,,,,,,,
July,2022,Canberra,12.7,max_temperature,,,,,,,,,,,,,,,,,,,
August,2014,Canberra,14.3,max_temperature,,,,,,,,,,,,,,,,,,,
August,2015,Canberra,13.7,max_temperature,,,,,,,,,,,,,,,,,,,
August,2016,Canberra,14.3,max_temperature,,,,,,,,,,,,,,,,,,,
August,2017,Canberra,13.9,max_temperature,,,,,,,,,,,,,,,,,,,
August,2018,Canberra,13.9,max_temperature,,,,,,,,,,,,,,,,,,,
August,2019,Canberra,14.2,max_temperature,,,,,,,,,,,,,,,,,,,
August,2020,Canberra,12.8,max_temperature,,,,,,,,,,,,,,,,,,,
August,2021,Canberra,14.7,max_temperature,,,,,,,,,,,,,,,,,,,
August,2022,Canberra,14.1,max_temperature,,,,,,,,,,,,,,,,,,,
September,2014,Canberra,17.9,max_temperature,,,,,,,,,,,,,,,,,,,
September,2015,Canberra,17.4,max_temperature,,,,,,,,,,,,,,,,,,,
September,2016,Canberra,15.8,max_temperature,,,,,,,,,,,,,,,,,,,
September,2017,Canberra,18.1,max_temperature,,,,,,,,,,,,,,,,,,,
September,2018,Canberra,18,max_temperature,,,,,,,,,,,,,,,,,,,
September,2019,Canberra,18.8,max_temperature,,,,,,,,,,,,,,,,,,,
September,2020,Canberra,17.6,max_temperature,,,,,,,,,,,,,,,,,,,
September,2021,Canberra,17.3,max_temperature,,,,,,,,,,,,,,,,,,,
September,2022,Canberra,16.2,max_temperature,,,,,,,,,,,,,,,,,,,
October,2014,Canberra,22.5,max_temperature,,,,,,,,,,,,,,,,,,,
October,2015,Canberra,24.8,max_temperature,,,,,,,,,,,,,,,,,,,
October,2016,Canberra,18.5,max_temperature,,,,,,,,,,,,,,,,,,,
October,2017,Canberra,23.2,max_temperature,,,,,,,,,,,,,,,,,,,
October,2018,Canberra,22.8,max_temperature,,,,,,,,,,,,,,,,,,,
October,2019,Canberra,23.6,max_temperature,,,,,,,,,,,,,,,,,,,
October,2020,Canberra,20.3,max_temperature,,,,,,,,,,,,,,,,,,,
October,2021,Canberra,19.2,max_temperature,,,,,,,,,,,,,,,,,,,
October,2022,Canberra,18.3,max_temperature,,,,,,,,,,,,,,,,,,,
November,2014,Canberra,27.9,max_temperature,,,,,,,,,,,,,,,,,,,
November,2015,Canberra,25.3,max_temperature,,,,,,,,,,,,,,,,,,,
November,2016,Canberra,24.8,max_temperature,,,,,,,,,,,,,,,,,,,
November,2017,Canberra,24.3,max_temperature,,,,,,,,,,,,,,,,,,,
November,2018,Canberra,24.5,max_temperature,,,,,,,,,,,,,,,,,,,
November,2019,Canberra,26.8,max_temperature,,,,,,,,,,,,,,,,,,,
November,2020,Canberra,25.1,max_temperature,,,,,,,,,,,,,,,,,,,
November,2021,Canberra,20.2,max_temperature,,,,,,,,,,,,,,,,,,,
November,2022,Canberra,20.7,max_temperature,,,,,,,,,,,,,,,,,,,
December,2014,Canberra,27.7,max_temperature,,,,,,,,,,,,,,,,,,,
December,2015,Canberra,29.3,max_temperature,,,,,,,,,,,,,,,,,,,
December,2016,Canberra,28.7,max_temperature,,,,,,,,,,,,,,,,,,,
December,2017,Canberra,27.8,max_temperature,,,,,,,,,,,,,,,,,,,
December,2018,Canberra,29.3,max_temperature,,,,,,,,,,,,,,,,,,,
December,2019,Canberra,31.7,max_temperature,,,,,,,,,,,,,,,,,,,
December,2020,Canberra,25.4,max_temperature,,,,,,,,,,,,,,,,,,,
December,2021,Canberra,25.2,max_temperature,,,,,,,,,,,,,,,,,,,
December,2022,Canberra,23.9,max_temperature,,,,,,,,,,,,,,,,,,,
January,2014,Melbourne,16.5,min_temperature,,,,,,,,,,,,,,,,,,,
January,2015,Melbourne,15.9,min_temperature,,,,,,,,,,,,,,,,,,,
January,2016,Melbourne,16.7,min_temperature,,,,,,,,,,,,,,,,,,,
January,2017,Melbourne,16.4,min_temperature,,,,,,,,,,,,,,,,,,,
January,2018,Melbourne,17.3,min_temperature,,,,,,,,,,,,,,,,,,,
January,2019,Melbourne,17.5,min_temperature,,,,,,,,,,,,,,,,,,,
January,2020,Melbourne,15.1,min_temperature,,,,,,,,,,,,,,,,,,,
January,2021,Melbourne,15.4,min_temperature,,,,,,,,,,,,,,,,,,,
January,2022,Melbourne,18.3,min_temperature,,,,,,,,,,,,,,,,,,,
February,2014,Melbourne,16.3,min_temperature,,,,,,,,,,,,,,,,,,,
February,2015,Melbourne,16.7,min_temperature,,,,,,,,,,,,,,,,,,,
February,2016,Melbourne,16.5,min_temperature,,,,,,,,,,,,,,,,,,,
February,2017,Melbourne,14.8,min_temperature,,,,,,,,,,,,,,,,,,,
February,2018,Melbourne,16.6,min_temperature,,,,,,,,,,,,,,,,,,,
February,2019,Melbourne,15.8,min_temperature,,,,,,,,,,,,,,,,,,,
February,2020,Melbourne,15.9,min_temperature,,,,,,,,,,,,,,,,,,,
February,2021,Melbourne,14.9,min_temperature,,,,,,,,,,,,,,,,,,,
February,2022,Melbourne,15.9,min_temperature,,,,,,,,,,,,,,,,,,,
March,2014,Melbourne,14.8,min_temperature,,,,,,,,,,,,,,,,,,,
March,2015,Melbourne,13.1,min_temperature,,,,,,,,,,,,,,,,,,,
March,2016,Melbourne,15.8,min_temperature,,,,,,,,,,,,,,,,,,,
March,2017,Melbourne,16.4,min_temperature,,,,,,,,,,,,,,,,,,,
March,2018,Melbourne,14.6,min_temperature,,,,,,,,,,,,,,,,,,,
March,2019,Melbourne,15.2,min_temperature,,,,,,,,,,,,,,,,,,,
March,2020,Melbourne,13.9,min_temperature,,,,,,,,,,,,,,,,,,,
March,2021,Melbourne,13.6,min_temperature,,,,,,,,,,,,,,,,,,,
March,2022,Melbourne,15.7,min_temperature,,,,,,,,,,,,,,,,,,,
April,2014,Melbourne,12.9,min_temperature,,,,,,,,,,,,,,,,,,,
April,2015,Melbourne,10.6,min_temperature,,,,,,,,,,,,,,,,,,,
April,2016,Melbourne,13,min_temperature,,,,,,,,,,,,,,,,,,,
April,2017,Melbourne,12.3,min_temperature,,,,,,,,,,,,,,,,,,,
April,2018,Melbourne,12.3,min_temperature,,,,,,,,,,,,,,,,,,,
April,2019,Melbourne,12,min_temperature,,,,,,,,,,,,,,,,,,,
April,2020,Melbourne,11.6,min_temperature,,,,,,,,,,,,,,,,,,,
April,2021,Melbourne,11.9,min_temperature,,,,,,,,,,,,,,,,,,,
April,2022,Melbourne,12.9,min_temperature,,,,,,,,,,,,,,,,,,,
May,2014,Melbourne,11,min_temperature,,,,,,,,,,,,,,,,,,,
May,2015,Melbourne,9.8,min_temperature,,,,,,,,,,,,,,,,,,,
May,2016,Melbourne,11.4,min_temperature,,,,,,,,,,,,,,,,,,,
May,2017,Melbourne,9.2,min_temperature,,,,,,,,,,,,,,,,,,,
May,2018,Melbourne,10.5,min_temperature,,,,,,,,,,,,,,,,,,,
May,2019,Melbourne,10.6,min_temperature,,,,,,,,,,,,,,,,,,,
May,2020,Melbourne,8.7,min_temperature,,,,,,,,,,,,,,,,,,,
May,2021,Melbourne,8.9,min_temperature,,,,,,,,,,,,,,,,,,,
May,2022,Melbourne,9.4,min_temperature,,,,,,,,,,,,,,,,,,,
June,2014,Melbourne,9.6,min_temperature,,,,,,,,,,,,,,,,,,,
June,2015,Melbourne,7.7,min_temperature,,,,,,,,,,,,,,,,,,,
June,2016,Melbourne,8,min_temperature,,,,,,,,,,,,,,,,,,,
June,2017,Melbourne,6.8,min_temperature,,,,,,,,,,,,,,,,,,,
June,2018,Melbourne,6.8,min_temperature,,,,,,,,,,,,,,,,,,,
June,2019,Melbourne,8.3,min_temperature,,,,,,,,,,,,,,,,,,,
June,2020,Melbourne,7.2,min_temperature,,,,,,,,,,,,,,,,,,,
June,2021,Melbourne,7.7,min_temperature,,,,,,,,,,,,,,,,,,,
June,2022,Melbourne,8.2,min_temperature,,,,,,,,,,,,,,,,,,,
July,2014,Melbourne,8.4,min_temperature,,,,,,,,,,,,,,,,,,,
July,2015,Melbourne,6.8,min_temperature,,,,,,,,,,,,,,,,,,,
July,2016,Melbourne,8.2,min_temperature,,,,,,,,,,,,,,,,,,,
July,2017,Melbourne,6.6,min_temperature,,,,,,,,,,,,,,,,,,,
July,2018,Melbourne,7.8,min_temperature,,,,,,,,,,,,,,,,,,,
July,2019,Melbourne,8.2,min_temperature,,,,,,,,,,,,,,,,,,,
July,2020,Melbourne,7.1,min_temperature,,,,,,,,,,,,,,,,,,,
July,2021,Melbourne,7.6,min_temperature,,,,,,,,,,,,,,,,,,,
July,2022,Melbourne,6.2,min_temperature,,,,,,,,,,,,,,,,,,,
August,2014,Melbourne,7.6,min_temperature,,,,,,,,,,,,,,,,,,,
August,2015,Melbourne,7.9,min_temperature,,,,,,,,,,,,,,,,,,,
August,2016,Melbourne,8.4,min_temperature,,,,,,,,,,,,,,,,,,,
August,2017,Melbourne,7.4,min_temperature,,,,,,,,,,,,,,,,,,,
August,2018,Melbourne,7.2,min_temperature,,,,,,,,,,,,,,,,,,,
August,2019,Melbourne,7.4,min_temperature,,,,,,,,,,,,,,,,,,,
August,2020,Melbourne,7.6,min_temperature,,,,,,,,,,,,,,,,,,,
August,2021,Melbourne,8.5,min_temperature,,,,,,,,,,,,,,,,,,,
August,2022,Melbourne,8.3,min_temperature,,,,,,,,,,,,,,,,,,,
