month,year,city,temp_value,metric,,,,,,,,,,,,,,,,,,,
September,2014,Melbourne,9.8,min_temperature,,,,,,,,,,,,,,,,,,,
September,2015,Melbourne,9.1,min_temperature,,,,,,,,,,,,,,,,,,,
September,2016,Melbourne,10.1,min_temperature,,,,,,,,,,,,,,,,,,,
September,2017,Melbourne,9,min_temperature,,,,,,,,,,,,,,,,,,,
September,2018,Melbourne,8.1,min_temperature,,,,,,,,,,,,,,,,,,,
September,2019,Melbourne,9.1,min_temperature,,,,,,,,,,,,,,,,,,,
September,2020,Melbourne,9.8,min_temperature,,,,,,,,,,,,,,,,,,,
September,2021,Melbourne,9.6,min_temperature,,,,,,,,,,,,,,,,,,,
September,2022,Melbourne,9.1,min_temperature,,,,,,,,,,,,,,,,,,,
October,2014,Melbourne,11,min_temperature,,,,,,,,,,,,,,,,,,,
October,2015,Melbourne,12.3,min_temperature,,,,,,,,,,,,,,,,,,,
October,2016,Melbourne,10,min_temperature,,,,,,,,,,,,,,,,,,,
October,2017,Melbourne,11.1,min_temperature,,,,,,,,,,,,,,,,,,,
October,2018,Melbourne,11.2,min_temperature,,,,,,,,,,,,,,,,,,,
October,2019,Melbourne,10.7,min_temperature,,,,,,,,,,,,,,,,,,,
October,2020,Melbourne,10.9,min_temperature,,,,,,,,,,,,,,,,,,,
October,2021,Melbourne,10.2,min_temperature,,,,,,,,,,,,,,,,,,,
October,2022,Melbourne,10.7,min_temperature,,,,,,,,,,,,,,,,,,,
November,2014,Melbourne,12.7,min_temperature,,,,,,,,,,,,,,,,,,,
November,2015,Melbourne,13,min_temperature,,,,,,,,,,,,,,,,,,,
November,2016,Melbourne,11.7,min_temperature,,,,,,,,,,,,,,,,,,,
November,2017,Melbourne,14.9,min_temperature,,,,,,,,,,,,,,,,,,,
November,2018,Melbourne,12.5,min_temperature,,,,,,,,,,,,,,,,,,,
November,2019,Melbourne,11.2,min_temperature,,,,,,,,,,,,,,,,,,,
November,2020,Melbourne,14,min_temperature,,,,,,,,,,,,,,,,,,,
November,2021,Melbourne,11.8,min_temperature,,,,,,,,,,,,,,,,,,,
November,2022,Melbourne,11.7,min_temperature,,,,,,,,,,,,,,,,,,,
December,2014,Melbourne,14.8,min_temperature,,,,,,,,,,,,,,,,,,,
December,2015,Melbourne,15.1,min_temperature,,,,,,,,,,,,,,,,,,,
December,2016,Melbourne,14.6,min_temperature,,,,,,,,,,,,,,,,,,,
December,2017,Melbourne,15.2,min_temperature,,,,,,,,,,,,,,,,,,,
December,2018,Melbourne,16,min_temperature,,,,,,,,,,,,,,,,,,,
December,2019,Melbourne,14,min_temperature,,,,,,,,,,,,,,,,,,,
December,2020,Melbourne,13.1,min_temperature,,,,,,,,,,,,,,,,,,,
December,2021,Melbourne,13.9,min_temperature,,,,,,,,,,,,,,,,,,,
December,2022,Melbourne,13.3,min_temperature,,,,,,,,,,,,,,,,,,,
January,2014,Sydney,19.8,min_temperature,,,,,,,,,,,,,,,,,,,
January,2015,Sydney,20.5,min_temperature,,,,,,,,,,,,,,,,,,,
January,2016,Sydney,19.6,min_temperature,,,,,,,,,,,,,,,,,,,
January,2017,Sydney,21.2,min_temperature,,,,,,,,,,,,,,,,,,,
January,2018,Sydney,20.1,min_temperature,,,,,,,,,,,,,,,,,,,
January,2019,Sydney,21.4,min_temperature,,,,,,,,,,,,,,,,,,,
January,2020,Sydney,20.4,min_temperature,,,,,,,,,,,,,,,,,,,
January,2021,Sydney,19.3,min_temperature,,,,,,,,,,,,,,,,,,,
January,2022,Sydney,20.6,min_temperature,,,,,,,,,,,,,,,,,,,
February,2014,Sydney,20,min_temperature,,,,,,,,,,,,,,,,,,,
February,2015,Sydney,20.6,min_temperature,,,,,,,,,,,,,,,,,,,
February,2016,Sydney,20.8,min_temperature,,,,,,,,,,,,,,,,,,,
February,2017,Sydney,20.5,min_temperature,,,,,,,,,,,,,,,,,,,
February,2018,Sydney,19.7,min_temperature,,,,,,,,,,,,,,,,,,,
February,2019,Sydney,19.4,min_temperature,,,,,,,,,,,,,,,,,,,
February,2020,Sydney,20,min_temperature,,,,,,,,,,,,,,,,,,,
February,2021,Sydney,19.4,min_temperature,,,,,,,,,,,,,,,,,,,
February,2022,Sydney,19.3,min_temperature,,,,,,,,,,,,,,,,,,,
March,2014,Sydney,19.1,min_temperature,,,,,,,,,,,,,,,,,,,
March,2015,Sydney,18.4,min_temperature,,,,,,,,,,,,,,,,,,,
March,2016,Sydney,19.7,min_temperature,,,,,,,,,,,,,,,,,,,
March,2017,Sydney,19.8,min_temperature,,,,,,,,,,,,,,,,,,,
March,2018,Sydney,19.2,min_temperature,,,,,,,,,,,,,,,,,,,
March,2019,Sydney,19.1,min_temperature,,,,,,,,,,,,,,,,,,,
March,2020,Sydney,17.7,min_temperature,,,,,,,,,,,,,,,,,,,
March,2021,Sydney,17.9,min_temperature,,,,,,,,,,,,,,,,,,,
March,2022,Sydney,18.4,min_temperature,,,,,,,,,,,,,,,,,,,
April,2014,Sydney,16,min_temperature,,,,,,,,,,,,,,,,,,,
April,2015,Sydney,15.3,min_temperature,,,,,,,,,,,,,,,,,,,
April,2016,Sydney,16.8,min_temperature,,,,,,,,,,,,,,,,,,,
April,2017,Sydney,14.7,min_temperature,,,,,,,,,,,,,,,,,,,
April,2018,Sydney,18,min_temperature,,,,,,,,,,,,,,,,,,,
April,2019,Sydney,15.8,min_temperature,,,,,,,,,,,,,,,,,,,
April,2020,Sydney,15.4,min_temperature,,,,,,,,,,,,,,,,,,,
April,2021,Sydney,14.2,min_temperature,,,,,,,,,,,,,,,,,,,
April,2022,Sydney,15.7,min_temperature,,,,,,,,,,,,,,,,,,,
May,2014,Sydney,13,min_temperature,,,,,,,,,,,,,,,,,,,
May,2015,Sydney,12.6,min_temperature,,,,,,,,,,,,,,,,,,,
May,2016,Sydney,12.8,min_temperature,,,,,,,,,,,,,,,,,,,
May,2017,Sydney,12.4,min_temperature,,,,,,,,,,,,,,,,,,,
May,2018,Sydney,11.8,min_temperature,,,,,,,,,,,,,,,,,,,
May,2019,Sydney,12.6,min_temperature,,,,,,,,,,,,,,,,,,,
May,2020,Sydney,11.5,min_temperature,,,,,,,,,,,,,,,,,,,
May,2021,Sydney,12.3,min_temperature,,,,,,,,,,,,,,,,,,,
May,2022,Sydney,12.7,min_temperature,,,,,,,,,,,,,,,,,,,
June,2014,Sydney,10.9,min_temperature,,,,,,,,,,,,,,,,,,,
June,2015,Sydney,10.1,min_temperature,,,,,,,,,,,,,,,,,,,
June,2016,Sydney,10.9,min_temperature,,,,,,,,,,,,,,,,,,,
June,2017,Sydney,10.1,min_temperature,,,,,,,,,,,,,,,,,,,
June,2018,Sydney,9.6,min_temperature,,,,,,,,,,,,,,,,,,,
June,2019,Sydney,9.9,min_temperature,,,,,,,,,,,,,,,,,,,
June,2020,Sydney,9.8,min_temperature,,,,,,,,,,,,,,,,,,,
June,2021,Sydney,9.5,min_temperature,,,,,,,,,,,,,,,,,,,
June,2022,Sydney,8.6,min_temperature,,,,,,,,,,,,,,,,,,,
July,2014,Sydney,8.8,min_temperature,,,,,,,,,,,,,,,,,,,
July,2015,Sydney,7.9,min_temperature,,,,,,,,,,,,,,,,,,,
July,2016,Sydney,9.8,min_temperature,,,,,,,,,,,,,,,,,,,
July,2017,Sydney,8.1,min_temperature,,,,,,,,,,,,,,,,,,,
July,2018,Sydney,8.3,min_temperature,,,,,,,,,,,,,,,,,,,
July,2019,Sydney,9.4,min_temperature,,,,,,,,,,,,,,,,,,,
July,2020,Sydney,9.8,min_temperature,,,,,,,,,,,,,,,,,,,
July,2021,Sydney,8.9,min_temperature,,,,,,,,,,,,,,,,,,,
July,2022,Sydney,9.6,min_temperature,,,,,,,,,,,,,,,,,,,
August,2014,Sydney,9.7,min_temperature,,,,,,,,,,,,,,,,,,,
August,2015,Sydney,9.4,min_temperature,,,,,,,,,,,,,,,,,,,
August,2016,Sydney,9.8,min_temperature,,,,,,,,,,,,,,,,,,,
August,2017,Sydney,9.2,min_temperature,,,,,,,,,,,,,,,,,,,
August,2018,Sydney,8.9,min_temperature,,,,,,,,,,,,,,,,,,,
August,2019,Sydney,9.2,min_temperature,,,,,,,,,,,,,,,,,,,
August,2020,Sydney,9.4,min_temperature,,,,,,,,,,,,,,,,,,,
August,2021,Sydney,9.7,min_temperature,,,,,,,,,,,,,,,,,,,
August,2022,Sydney,10.3,min_temperature,,,,,,,,,,,,,,,,,,,
September,2014,Sydney,12.3,min_temperature,,,,,,,,,,,,,,,,,,,
September,2015,Sydney,11.9,min_temperature,,,,,,,,,,,,,,,,,,,
September,2016,Sydney,13,min_temperature,,,,,,,,,,,,,,,,,,,
September,2017,Sydney,12,min_temperature,,,,,,,,,,,,,,,,,,,
September,2018,Sydney,11,min_temperature,,,,,,,,,,,,,,,,,,,
September,2019,Sydney,12.1,min_temperature,,,,,,,,,,,,,,,,,,,
September,2020,Sydney,12.9,min_temperature,,,,,,,,,,,,,,,,,,,
September,2021,Sydney,11.6,min_temperature,,,,,,,,,,,,,,,,,,,
September,2022,Sydney,12.2,min_temperature,,,,,,,,,,,,,,,,,,,
October,2014,Sydney,15,min_temperature,,,,,,,,,,,,,,,,,,,
October,2015,Sydney,16.8,min_temperature,,,,,,,,,,,,,,,,,,,
October,2016,Sydney,14,min_temperature,,,,,,,,,,,,,,,,,,,
October,2017,Sydney,15.6,min_temperature,,,,,,,,,,,,,,,,,,,
October,2018,Sydney,14.9,min_temperature,,,,,,,,,,,,,,,,,,,
October,2019,Sydney,14.7,min_temperature,,,,,,,,,,,,,,,,,,,
October,2020,Sydney,15.3,min_temperature,,,,,,,,,,,,,,,,,,,
October,2021,Sydney,14.1,min_temperature,,,,,,,,,,,,,,,,,,,
October,2022,Sydney,14.9,min_temperature,,,,,,,,,,,,,,,,,,,
November,2014,Sydney,17.9,min_temperature,,,,,,,,,,,,,,,,,,,
November,2015,Sydney,17.6,min_temperature,,,,,,,,,,,,,,,,,,,
November,2016,Sydney,17.1,min_temperature,,,,,,,,,,,,,,,,,,,
November,2017,Sydney,16.7,min_temperature,,,,,,,,,,,,,,,,,,,
November,2018,Sydney,16.8,min_temperature,,,,,,,,,,,,,,,,,,,
November,2019,Sydney,16.6,min_temperature,,,,,,,,,,,,,,,,,,,
November,2020,Sydney,17,min_temperature,,,,,,,,,,,,,,,,,,,
November,2021,Sydney,15.8,min_temperature,,,,,,,,,,,,,,,,,,,
November,2022,Sydney,15.1,min_temperature,,,,,,,,,,,,,,,,,,,
December,2014,Sydney,19.2,min_temperature,,,,,,,,,,,,,,,,,,,
December,2015,Sydney,18.4,min_temperature,,,,,,,,,,,,,,,,,,,
December,2016,Sydney,19.8,min_temperature,,,,,,,,,,,,,,,,,,,
December,2017,Sydney,19.6,min_temperature,,,,,,,,,,,,,,,,,,,
December,2018,Sydney,19.2,min_temperature,,,,,,,,,,,,,,,,,,,
December,2019,Sydney,18.7,min_temperature,,,,,,,,,,,,,,,,,,,
December,2020,Sydney,18.4,min_temperature,,,,,,,,,,,,,,,,,,,
December,2021,Sydney,18,min_temperature,,,,,,,,,,,,,,,,,,,
December,2022,Sydney,16.5,min_temperature,,,,,,,,,,,,,,,,,,,
January,2014,Brisbane,21.5,min_temperature,,,,,,,,,,,,,,,,,,,
January,2015,Brisbane,22.5,min_temperature,,,,,,,,,,,,,,,,,,,
January,2016,Brisbane,20.9,min_temperature,,,,,,,,,,,,,,,,,,,
January,2017,Brisbane,23,min_temperature,,,,,,,,,,,,,,,,,,,
January,2018,Brisbane,21.6,min_temperature,,,,,,,,,,,,,,,,,,,
January,2019,Brisbane,22.7,min_temperature,,,,,,,,,,,,,,,,,,,
January,2020,Brisbane,23.1,min_temperature,,,,,,,,,,,,,,,,,,,
January,2021,Brisbane,21.3,min_temperature,,,,,,,,,,,,,,,,,,,
January,2022,Brisbane,21.7,min_temperature,,,,,,,,,,,,,,,,,,,
February,2014,Brisbane,21.2,min_temperature,,,,,,,,,,,,,,,,,,,
February,2015,Brisbane,20.9,min_temperature,,,,,,,,,,,,,,,,,,,
February,2016,Brisbane,22,min_temperature,,,,,,,,,,,,,,,,,,,
February,2017,Brisbane,22.7,min_temperature,,,,,,,,,,,,,,,,,,,
February,2018,Brisbane,21.2,min_temperature,,,,,,,,,,,,,,,,,,,
February,2019,Brisbane,22,min_temperature,,,,,,,,,,,,,,,,,,,
February,2020,Brisbane,22.3,min_temperature,,,,,,,,,,,,,,,,,,,
February,2021,Brisbane,21.5,min_temperature,,,,,,,,,,,,,,,,,,,
February,2022,Brisbane,20.5,min_temperature,,,,,,,,,,,,,,,,,,,
March,2014,Brisbane,20.1,min_temperature,,,,,,,,,,,,,,,,,,,
March,2015,Brisbane,21.3,min_temperature,,,,,,,,,,,,,,,,,,,
March,2016,Brisbane,20.7,min_temperature,,,,,,,,,,,,,,,,,,,
March,2017,Brisbane,22,min_temperature,,,,,,,,,,,,,,,,,,,
March,2018,Brisbane,20.8,min_temperature,,,,,,,,,,,,,,,,,,,
March,2019,Brisbane,21.5,min_temperature,,,,,,,,,,,,,,,,,,,
March,2020,Brisbane,20.1,min_temperature,,,,,,,,,,,,,,,,,,,
March,2021,Brisbane,20.6,min_temperature,,,,,,,,,,,,,,,,,,,
March,2022,Brisbane,20.2,min_temperature,,,,,,,,,,,,,,,,,,,
April,2014,Brisbane,17.9,min_temperature,,,,,,,,,,,,,,,,,,,
April,2015,Brisbane,17,min_temperature,,,,,,,,,,,,,,,,,,,
April,2016,Brisbane,18.5,min_temperature,,,,,,,,,,,,,,,,,,,
April,2017,Brisbane,16.5,min_temperature,,,,,,,,,,,,,,,,,,,
April,2018,Brisbane,18,min_temperature,,,,,,,,,,,,,,,,,,,
April,2019,Brisbane,17.9,min_temperature,,,,,,,,,,,,,,,,,,,
April,2020,Brisbane,17.9,min_temperature,,,,,,,,,,,,,,,,,,,
April,2021,Brisbane,16.4,min_temperature,,,,,,,,,,,,,,,,,,,
April,2022,Brisbane,18,min_temperature,,,,,,,,,,,,,,,,,,,
May,2014,Brisbane,15.1,min_temperature,,,,,,,,,,,,,,,,,,,
May,2015,Brisbane,13.9,min_temperature,,,,,,,,,,,,,,,,,,,
May,2016,Brisbane,15,min_temperature,,,,,,,,,,,,,,,,,,,
May,2017,Brisbane,15.1,min_temperature,,,,,,,,,,,,,,,,,,,
May,2018,Brisbane,13.9,min_temperature,,,,,,,,,,,,,,,,,,,
May,2019,Brisbane,14.3,min_temperature,,,,,,,,,,,,,,,,,,,
May,2020,Brisbane,13.8,min_temperature,,,,,,,,,,,,,,,,,,,
May,2021,Brisbane,13.9,min_temperature,,,,,,,,,,,,,,,,,,,
May,2022,Brisbane,17,min_temperature,,,,,,,,,,,,,,,,,,,
June,2014,Brisbane,12.6,min_temperature,,,,,,,,,,,,,,,,,,,
June,2015,Brisbane,12.5,min_temperature,,,,,,,,,,,,,,,,,,,
June,2016,Brisbane,13.1,min_temperature,,,,,,,,,,,,,,,,,,,
June,2017,Brisbane,12.9,min_temperature,,,,,,,,,,,,,,,,,,,
June,2018,Brisbane,11.4,min_temperature,,,,,,,,,,,,,,,,,,,
June,2019,Brisbane,12.4,min_temperature,,,,,,,,,,,,,,,,,,,
June,2020,Brisbane,12.5,min_temperature,,,,,,,,,,,,,,,,,,,
June,2021,Brisbane,11.5,min_temperature,,,,,,,,,,,,,,,,,,,
June,2022,Brisbane,10.5,min_temperature,,,,,,,,,,,,,,,,,,,
July,2014,Brisbane,8.5,min_temperature,,,,,,,,,,,,,,,,,,,
July,2015,Brisbane,10.2,min_temperature,,,,,,,,,,,,,,,,,,,
July,2016,Brisbane,12.3,min_temperature,,,,,,,,,,,,,,,,,,,
July,2017,Brisbane,10.3,min_temperature,,,,,,,,,,,,,,,,,,,
July,2018,Brisbane,10.8,min_temperature,,,,,,,,,,,,,,,,,,,
July,2019,Brisbane,11.4,min_temperature,,,,,,,,,,,,,,,,,,,
July,2020,Brisbane,11.5,min_temperature,,,,,,,,,,,,,,,,,,,
July,2021,Brisbane,11.2,min_temperature,,,,,,,,,,,,,,,,,,,
July,2022,Brisbane,10.5,min_temperature,,,,,,,,,,,,,,,,,,,
August,2014,Brisbane,11.9,min_temperature,,,,,,,,,,,,,,,,,,,
August,2015,Brisbane,11.6,min_temperature,,,,,,,,,,,,,,,,,,,
August,2016,Brisbane,11.8,min_temperature,,,,,,,,,,,,,,,,,,,
August,2017,Brisbane,10.9,min_temperature,,,,,,,,,,,,,,,,,,,
August,2018,Brisbane,9.6,min_temperature,,,,,,,,,,,,,,,,,,,
August,2019,Brisbane,11.7,min_temperature,,,,,,,,,,,,,,,,,,,
August,2020,Brisbane,11.4,min_temperature,,,,,,,,,,,,,,,,,,,
August,2021,Brisbane,12,min_temperature,,,,,,,,,,,,,,,,,,,
August,2022,Brisbane,10.9,min_temperature,,,,,,,,,,,,,,,,,,,
September,2014,Brisbane,12.9,min_temperature,,,,,,,,,,,,,,,,,,,
September,2015,Brisbane,12.8,min_temperature,,,,,,,,,,,,,,,,,,,
September,2016,Brisbane,15.2,min_temperature,,,,,,,,,,,,,,,,,,,
September,2017,Brisbane,14.2,min_temperature,,,,,,,,,,,,,,,,,,,
September,2018,Brisbane,13.9,min_temperature,,,,,,,,,,,,,,,,,,,
September,2019,Brisbane,14.1,min_temperature,,,,,,,,,,,,,,,,,,,
September,2020,Brisbane,14.9,min_temperature,,,,,,,,,,,,,,,,,,,
September,2021,Brisbane,13.7,min_temperature,,,,,,,,,,,,,,,,,,,
September,2022,Brisbane,14.1,min_temperature,,,,,,,,,,,,,,,,,,,
October,2014,Brisbane,16.6,min_temperature,,,,,,,,,,,,,,,,,,,
October,2015,Brisbane,16.3,min_temperature,,,,,,,,,,,,,,,,,,,
October,2016,Brisbane,15.1,min_temperature,,,,,,,,,,,,,,,,,,,
October,2017,Brisbane,18.9,min_temperature,,,,,,,,,,,,,,,,,,,
October,2018,Brisbane,16.7,min_temperature,,,,,,,,,,,,,,,,,,,
October,2019,Brisbane,16.5,min_temperature,,,,,,,,,,,,,,,,,,,
October,2020,Brisbane,17,min_temperature,,,,,,,,,,,,,,,,,,,
October,2021,Brisbane,17.3,min_temperature,,,,,,,,,,,,,,,,,,,
October,2022,Brisbane,16.7,min_temperature,,,,,,,,,,,,,,,,,,,
November,2014,Brisbane,20.7,min_temperature,,,,,,,,,,,,,,,,,,,
November,2015,Brisbane,19.8,min_temperature,,,,,,,,,,,,,,,,,,,
November,2016,Brisbane,19.4,min_temperature,,,,,,,,,,,,,,,,,,,
November,2017,Brisbane,17.7,min_temperature,,,,,,,,,,,,,,,,,,,
November,2018,Brisbane,18.9,min_temperature,,,,,,,,,,,,,,,,,,,
November,2019,Brisbane,19.6,min_temperature,,,,,,,,,,,,,,,,,,,
November,2020,Brisbane,19,min_temperature,,,,,,,,,,,,,,,,,,,
November,2021,Brisbane,19.1,min_temperature,,,,,,,,,,,,,,,,,,,
November,2022,Brisbane,17.4,min_temperature,,,,,,,,,,,,,,,,,,,
December,2014,Brisbane,21.2,min_temperature,,,,,,,,,,,,,,,,,,,
December,2015,Brisbane,20,min_temperature,,,,,,,,,,,,,,,,,,,
December,2016,Brisbane,21.2,min_temperature,,,,,,,,,,,,,,,,,,,
December,2017,Brisbane,20.8,min_temperature,,,,,,,,,,,,,,,,,,,
December,2018,Brisbane,20.8,min_temperature,,,,,,,,,,,,,,,,,,,
December,2019,Brisbane,21.2,min_temperature,,,,,,,,,,,,,,,,,,,
December,2020,Brisbane,22.2,min_temperature,,,,,,,,,,,,,,,,,,,
December,2021,Brisbane,20.3,min_temperature,,,,,,,,,,,,,,,,,,,
December,2022,Brisbane,18.9,min_temperature,,,,,,,,,,,,,,,,,,,
January,2014,Adelaide,17.8,min_temperature,,,,,,,,,,,,,,,,,,,
January,2015,Adelaide,17,min_temperature,,,,,,,,,,,,,,,,,,,
January,2016,Adelaide,17.6,min_temperature,,,,,,,,,,,,,,,,,,,
January,2017,Adelaide,17.8,min_temperature,,,,,,,,,,,,,,,,,,,
January,2018,Adelaide,18.2,min_temperature,,,,,,,,,,,,,,,,,,,
January,2019,Adelaide,17.9,min_temperature,,,,,,,,,,,,,,,,,,,
January,2020,Adelaide,16.3,min_temperature,,,,,,,,,,,,,,,,,,,
January,2021,Adelaide,16.6,min_temperature,,,,,,,,,,,,,,,,,,,
January,2022,Adelaide,18.8,min_temperature,,,,,,,,,,,,,,,,,,,
February,2014,Adelaide,16.9,min_temperature,,,,,,,,,,,,,,,,,,,
February,2015,Adelaide,17.5,min_temperature,,,,,,,,,,,,,,,,,,,
February,2016,Adelaide,16.2,min_temperature,,,,,,,,,,,,,,,,,,,
February,2017,Adelaide,16.6,min_temperature,,,,,,,,,,,,,,,,,,,
February,2018,Adelaide,18.1,min_temperature,,,,,,,,,,,,,,,,,,,
February,2019,Adelaide,16.6,min_temperature,,,,,,,,,,,,,,,,,,,
February,2020,Adelaide,16.3,min_temperature,,,,,,,,,,,,,,,,,,,
February,2021,Adelaide,16,min_temperature,,,,,,,,,,,,,,,,,,,
February,2022,Adelaide,16.6,min_temperature,,,,,,,,,,,,,,,,,,,
March,2014,Adelaide,14.6,min_temperature,,,,,,,,,,,,,,,,,,,
March,2015,Adelaide,14.3,min_temperature,,,,,,,,,,,,,,,,,,,
March,2016,Adelaide,16.4,min_temperature,,,,,,,,,,,,,,,,,,,
March,2017,Adelaide,17,min_temperature,,,,,,,,,,,,,,,,,,,
March,2018,Adelaide,15.9,min_temperature,,,,,,,,,,,,,,,,,,,
March,2019,Adelaide,15.5,min_temperature,,,,,,,,,,,,,,,,,,,
March,2020,Adelaide,15,min_temperature,,,,,,,,,,,,,,,,,,,
March,2021,Adelaide,14.3,min_temperature,,,,,,,,,,,,,,,,,,,
March,2022,Adelaide,15.8,min_temperature,,,,,,,,,,,,,,,,,,,
April,2014,Adelaide,12.8,min_temperature,,,,,,,,,,,,,,,,,,,
April,2015,Adelaide,11,min_temperature,,,,,,,,,,,,,,,,,,,
April,2016,Adelaide,12.6,min_temperature,,,,,,,,,,,,,,,,,,,
April,2017,Adelaide,13.1,min_temperature,,,,,,,,,,,,,,,,,,,
April,2018,Adelaide,14,min_temperature,,,,,,,,,,,,,,,,,,,
April,2019,Adelaide,13.7,min_temperature,,,,,,,,,,,,,,,,,,,
April,2020,Adelaide,12.7,min_temperature,,,,,,,,,,,,,,,,,,,
April,2021,Adelaide,11.4,min_temperature,,,,,,,,,,,,,,,,,,,
April,2022,Adelaide,14.3,min_temperature,,,,,,,,,,,,,,,,,,,
May,2014,Adelaide,11.6,min_temperature,,,,,,,,,,,,,,,,,,,
May,2015,Adelaide,10,min_temperature,,,,,,,,,,,,,,,,,,,
May,2016,Adelaide,12.5,min_temperature,,,,,,,,,,,,,,,,,,,
May,2017,Adelaide,9.1,min_temperature,,,,,,,,,,,,,,,,,,,
May,2018,Adelaide,11.4,min_temperature,,,,,,,,,,,,,,,,,,,
May,2019,Adelaide,10.4,min_temperature,,,,,,,,,,,,,,,,,,,
May,2020,Adelaide,9.1,min_temperature,,,,,,,,,,,,,,,,,,,
May,2021,Adelaide,9.9,min_temperature,,,,,,,,,,,,,,,,,,,
May,2022,Adelaide,10.4,min_temperature,,,,,,,,,,,,,,,,,,,
June,2014,Adelaide,8.9,min_temperature,,,,,,,,,,,,,,,,,,,
June,2015,Adelaide,8,min_temperature,,,,,,,,,,,,,,,,,,,
June,2016,Adelaide,9.2,min_temperature,,,,,,,,,,,,,,,,,,,
June,2017,Adelaide,5.4,min_temperature,,,,,,,,,,,,,,,,,,,
June,2018,Adelaide,7.2,min_temperature,,,,,,,,,,,,,,,,,,,
June,2019,Adelaide,7.6,min_temperature,,,,,,,,,,,,,,,,,,,
June,2020,Adelaide,6.8,min_temperature,,,,,,,,,,,,,,,,,,,
June,2021,Adelaide,9.2,min_temperature,,,,,,,,,,,,,,,,,,,
June,2022,Adelaide,9.6,min_temperature,,,,,,,,,,,,,,,,,,,
July,2014,Adelaide,7.8,min_temperature,,,,,,,,,,,,,,,,,,,
July,2015,Adelaide,6.8,min_temperature,,,,,,,,,,,,,,,,,,,
July,2016,Adelaide,8.4,min_temperature,,,,,,,,,,,,,,,,,,,
July,2017,Adelaide,8.2,min_temperature,,,,,,,,,,,,,,,,,,,
July,2018,Adelaide,8.4,min_temperature,,,,,,,,,,,,,,,,,,,
July,2019,Adelaide,9,min_temperature,,,,,,,,,,,,,,,,,,,
July,2020,Adelaide,5.6,min_temperature,,,,,,,,,,,,,,,,,,,
July,2021,Adelaide,8.1,min_temperature,,,,,,,,,,,,,,,,,,,
July,2022,Adelaide,6.7,min_temperature,,,,,,,,,,,,,,,,,,,
August,2014,Adelaide,5.5,min_temperature,,,,,,,,,,,,,,,,,,,
August,2015,Adelaide,8.1,min_temperature,,,,,,,,,,,,,,,,,,,
August,2016,Adelaide,7.9,min_temperature,,,,,,,,,,,,,,,,,,,
August,2017,Adelaide,8,min_temperature,,,,,,,,,,,,,,,,,,,
August,2018,Adelaide,9.3,min_temperature,,,,,,,,,,,,,,,,,,,
August,2019,Adelaide,7.3,min_temperature,,,,,,,,,,,,,,,,,,,
August,2020,Adelaide,7.7,min_temperature,,,,,,,,,,,,,,,,,,,
August,2021,Adelaide,8.4,min_temperature,,,,,,,,,,,,,,,,,,,
August,2022,Adelaide,9.1,min_temperature,,,,,,,,,,,,,,,,,,,
September,2014,Adelaide,9.9,min_temperature,,,,,,,,,,,,,,,,,,,
September,2015,Adelaide,8.8,min_temperature,,,,,,,,,,,,,,,,,,,
September,2016,Adelaide,9.7,min_temperature,,,,,,,,,,,,,,,,,,,
September,2017,Adelaide,10.8,min_temperature,,,,,,,,,,,,,,,,,,,
September,2018,Adelaide,7.9,min_temperature,,,,,,,,,,,,,,,,,,,
September,2019,Adelaide,8.4,min_temperature,,,,,,,,,,,,,,,,,,,
September,2020,Adelaide,11,min_temperature,,,,,,,,,,,,,,,,,,,
September,2021,Adelaide,9.5,min_temperature,,,,,,,,,,,,,,,,,,,
September,2022,Adelaide,8.9,min_temperature,,,,,,,,,,,,,,,,,,,
October,2014,Adelaide,11.3,min_temperature,,,,,,,,,,,,,,,,,,,
October,2015,Adelaide,13,min_temperature,,,,,,,,,,,,,,,,,,,
October,2016,Adelaide,10.5,min_temperature,,,,,,,,,,,,,,,,,,,
October,2017,Adelaide,12.3,min_temperature,,,,,,,,,,,,,,,,,,,
October,2018,Adelaide,12.1,min_temperature,,,,,,,,,,,,,,,,,,,
October,2019,Adelaide,11.8,min_temperature,,,,,,,,,,,,,,,,,,,
October,2020,Adelaide,11.8,min_temperature,,,,,,,,,,,,,,,,,,,
October,2021,Adelaide,10.4,min_temperature,,,,,,,,,,,,,,,,,,,
October,2022,Adelaide,12.4,min_temperature,,,,,,,,,,,,,,,,,,,
November,2014,Adelaide,14,min_temperature,,,,,,,,,,,,,,,,,,,
November,2015,Adelaide,14.1,min_temperature,,,,,,,,,,,,,,,,,,,
November,2016,Adelaide,12.2,min_temperature,,,,,,,,,,,,,,,,,,,
November,2017,Adelaide,16.3,min_temperature,,,,,,,,,,,,,,,,,,,
November,2018,Adelaide,13.3,min_temperature,,,,,,,,,,,,,,,,,,,
November,2019,Adelaide,12.7,min_temperature,,,,,,,,,,,,,,,,,,,
November,2020,Adelaide,14.5,min_temperature,,,,,,,,,,,,,,,,,,,
November,2021,Adelaide,13.1,min_temperature,,,,,,,,,,,,,,,,,,,
November,2022,Adelaide,13.2,min_temperature,,,,,,,,,,,,,,,,,,,
December,2014,Adelaide,14.9,min_temperature,,,,,,,,,,,,,,,,,,,
December,2015,Adelaide,17.2,min_temperature,,,,,,,,,,,,,,,,,,,
December,2016,Adelaide,14.9,min_temperature,,,,,,,,,,,,,,,,,,,
