Date,direction_cardinal,Direction,Speed
"Saturday, 18 March 2023",SSW,247.5,35
"Sunday, 19 March 2023",ESE,337.5,31
"Monday, 20 March 2023",NE,45,39
"Tuesday, 21 March 2023",ESE,337.5,30
"Wednesday, 22 March 2023",S,270,30
"Thursday, 23 March 2023",NE,45,39
"Friday, 24 March 2023",NE,45,20
"Saturday, 25 March 2023",ENE,22.5,35
"Sunday, 26 March 2023",SE,315,31
"Monday, 27 March 2023",SSW,247.5,31
"Tuesday, 28 March 2023",SE,315,33
"Wednesday, 29 March 2023",E,0,35
"Thursday, 30 March 2023",NE,45,44
"Friday, 31 March 2023",NE,45,39
"Saturday, 1 April 2023",E,0,24
"Sunday, 2 April 2023",SSE,292.5,24
"Monday, 3 April 2023",SW,225,35
"Tuesday, 4 April 2023",SW,225,37
"Wednesday, 5 April 2023",WSW,202.5,35
"Thursday, 6 April 2023",E,0,28
"Friday, 7 April 2023",NE,45,30
"Saturday, 8 April 2023",SSE,292.5,30
"Sunday, 9 April 2023",SW,225,24
"Monday, 10 April 2023",WSW,202.5,50
"Tuesday, 11 April 2023",SW,225,39
"Wednesday, 12 April 2023",WNW,157.5,28
"Thursday, 13 April 2023",SW,225,67
"Friday, 14 April 2023",WSW,202.5,54
"Saturday, 15 April 2023",WSW,202.5,22
"Sunday, 16 April 2023",SW,225,24
"Monday, 17 April 2023",SW,225,31
"Tuesday, 18 April 2023",NE,45,28
"Wednesday, 19 April 2023",NE,45,33
"Thursday, 20 April 2023",NE,45,30
"Friday, 21 April 2023",WSW,202.5,22
"Saturday, 22 April 2023",ESE,337.5,33
"Sunday, 23 April 2023",WSW,202.5,33
"Monday, 24 April 2023",SW,225,52
"Tuesday, 25 April 2023",WSW,202.5,44
"Wednesday, 26 April 2023",SSW,247.5,44
"Thursday, 27 April 2023",SSW,247.5,35
"Friday, 28 April 2023",SE,315,26
"Saturday, 29 April 2023",SW,225,28
"Sunday, 30 April 2023",SSW,247.5,28
"Monday, 1 May 2023",SSW,247.5,24
"Tuesday, 2 May 2023",E,0,22
"Wednesday, 3 May 2023",NE,45,26
"Thursday, 4 May 2023",SSE,292.5,26
"Friday, 5 May 2023",NE,45,43
"Saturday, 6 May 2023",NNE,67.5,35
"Sunday, 7 May 2023",ENE,22.5,39
"Monday, 8 May 2023",NE,45,35
"Tuesday, 9 May 2023",NNW,112.5,43
"Wednesday, 10 May 2023",WSW,202.5,43
"Thursday, 11 May 2023",ENE,22.5,17
"Friday, 12 May 2023",NE,45,24
"Saturday, 13 May 2023",SW,225,31
"Sunday, 14 May 2023",SSW,247.5,26
"Monday, 15 May 2023",ENE,22.5,17
"Tuesday, 16 May 2023",ENE,22.5,19
"Wednesday, 17 May 2023",NE,45,28
"Thursday, 18 May 2023",NE,45,30
"Friday, 19 May 2023",E,0,24
"Saturday, 20 May 2023",ENE,22.5,24
"Sunday, 21 May 2023",NE,45,28
"Monday, 22 May 2023",NE,45,22
"Tuesday, 23 May 2023",NNW,112.5,43
"Wednesday, 24 May 2023",ESE,337.5,37
"Thursday, 25 May 2023",SE,315,30
"Friday, 26 May 2023",NE,45,26
"Saturday, 27 May 2023",S,270,20
"Sunday, 28 May 2023",S,270,15
"Monday, 29 May 2023",N,90,20
"Tuesday, 30 May 2023",NNW,112.5,24
"Wednesday, 31 May 2023",SW,225,24
"Thursday, 1 June 2023",S,270,24
"Friday, 2 June 2023",SSE,292.5,30
"Saturday, 3 June 2023",ENE,22.5,24
"Sunday, 4 June 2023",NW,135,39
"Monday, 5 June 2023",WSW,202.5,59
"Tuesday, 6 June 2023",SW,225,56
"Wednesday, 7 June 2023",NNE,67.5,19
"Thursday, 8 June 2023",SW,225,50
"Friday, 9 June 2023",NW,135,26
"Saturday, 10 June 2023",NNE,67.5,24
"Sunday, 11 June 2023",SW,225,44
"Monday, 12 June 2023",WSW,202.5,17
"Tuesday, 13 June 2023",WNW,157.5,28
"Wednesday, 14 June 2023",WSW,202.5,28
"Thursday, 15 June 2023",W,180,39
"Friday, 16 June 2023",W,180,57
"Saturday, 17 June 2023",SSE,292.5,19
"Sunday, 18 June 2023",NE,45,19
"Monday, 19 June 2023",ENE,22.5,17
"Tuesday, 20 June 2023",SW,225,31
"Wednesday, 21 June 2023",SSE,292.5,30
"Thursday, 22 June 2023",SW,225,41
"Friday, 23 June 2023",SSW,247.5,44
"Saturday, 24 June 2023",SW,225,30
"Sunday, 25 June 2023",SW,225,28
"Monday, 26 June 2023",SE,315,24
"Tuesday, 27 June 2023",SE,315,20
"Thursday, 29 June 2023",ESE,337.5,24
"Friday, 30 June 2023",ENE,22.5,26
"Saturday, 1 July 2023",N,90,26
"Sunday, 2 July 2023",NNE,67.5,35
"Monday, 3 July 2023",SW,225,50
"Tuesday, 4 July 2023",WSW,202.5,54
"Wednesday, 5 July 2023",SW,225,46
"Thursday, 6 July 2023",SW,225,30
"Friday, 7 July 2023",WSW,202.5,39
"Saturday, 8 July 2023",WNW,157.5,24
"Sunday, 9 July 2023",NW,135,31
"Monday, 10 July 2023",WNW,157.5,26
"Tuesday, 11 July 2023",WNW,157.5,31
"Wednesday, 12 July 2023",NW,135,37
"Thursday, 13 July 2023",WSW,202.5,37
"Friday, 14 July 2023",S,270,33
"Saturday, 15 July 2023",NE,45,28
"Sunday, 16 July 2023",NNE,67.5,33
"Monday, 17 July 2023",NNE,67.5,17
"Tuesday, 18 July 2023",NNW,112.5,41
"Wednesday, 19 July 2023",SW,225,56
"Thursday, 20 July 2023",NW,135,24
"Friday, 21 July 2023",SW,225,39
"Saturday, 22 July 2023",ENE,22.5,17
"Sunday, 23 July 2023",NE,45,20
"Monday, 24 July 2023",NNE,67.5,44
"Tuesday, 25 July 2023",N,90,46
"Wednesday, 26 July 2023",SW,225,43
"Thursday, 27 July 2023",SW,225,46
"Friday, 28 July 2023",WNW,157.5,37
"Saturday, 29 July 2023",WSW,202.5,39
"Sunday, 30 July 2023",W,180,24
"Monday, 31 July 2023",NNE,67.5,22
"Tuesday, 1 August 2023",N,90,37
"Wednesday, 2 August 2023",SW,225,72
"Thursday, 3 August 2023",SSW,247.5,39
"Friday, 4 August 2023",SE,315,20
"Saturday, 5 August 2023",ENE,22.5,24
"Sunday, 6 August 2023",S,270,15
"Monday, 7 August 2023",SW,225,19
"Tuesday, 8 August 2023",WNW,157.5,50
"Wednesday, 9 August 2023",NNW,112.5,19
"Thursday, 10 August 2023",SW,225,22
"Friday, 11 August 2023",SSE,292.5,20
"Saturday, 12 August 2023",ESE,337.5,30
"Sunday, 13 August 2023",SSW,247.5,24
"Monday, 14 August 2023",W,180,31
"Tuesday, 15 August 2023",W,180,31
"Wednesday, 16 August 2023",SSW,247.5,43
"Thursday, 17 August 2023",SSW,247.5,26
"Friday, 18 August 2023",SSW,247.5,24
"Saturday, 19 August 2023",SSW,247.5,19
"Sunday, 20 August 2023",SW,225,28
"Monday, 21 August 2023",ESE,337.5,22
"Tuesday, 22 August 2023",SSW,247.5,20
"Wednesday, 23 August 2023",SW,225,24
"Thursday, 24 August 2023",S,270,20
"Friday, 25 August 2023",WSW,202.5,28
"Saturday, 26 August 2023",SSE,292.5,50
"Sunday, 27 August 2023",WSW,202.5,24
"Monday, 28 August 2023",S,270,28
"Tuesday, 29 August 2023",SE,315,24
"Wednesday, 30 August 2023",ESE,337.5,35
"Thursday, 31 August 2023",N,90,30
